SETOR_ATIV,Cont.Núm - SETOR_ATIV,,,,PERC,Cont.Núm - PERC,,,,,,,,
,,,,,0.214911453138899,1,,,,,,,,
,,,,,0.214916589938571,1,,,,,,,,
,,,,,0.215013821282815,1,,,,,,,,
,,,,,0.215032360267833,1,,,,,,,,
,,,,,0.215100024857427,1,,,,,,,,
,,,,,0.215334595639584,1,,,,,,,,
,,,,,0.215349011440478,1,,,,,,,,
,,,,,0.215424375777859,1,,,,,,,,
,,,,,0.215799695726912,1,,,,,,,,
,,,,,0.21592572364828,1,,,,,,,,
,,,,,0.215951284717065,1,,,,,,,,
,,,,,0.216043417865557,1,,,,,,,,
,,,,,0.216211237830345,1,,,,,,,,
,,,,,0.216348192729284,1,,,,,,,,
,,,,,0.216391906012305,1,,,,,,,,
,,,,,0.216441996267363,1,,,,,,,,
,,,,,0.216501112464325,1,,,,,,,,
,,,,,0.216680829032093,1,,,,,,,,
,,,,,0.216919562221117,1,,,,,,,,
,,,,,0.217157735203824,1,,,,,,,,
,,,,,0.217225854861186,1,,,,,,,,
,,,,,0.217349857006673,1,,,,,,,,
,,,,,0.21742429926577,1,,,,,,,,
,,,,,0.217498835991522,1,,,,,,,,
,,,,,0.217501529302701,1,,,,,,,,
,,,,,0.217631289095783,1,,,,,,,,
,,,,,0.217732641015656,1,,,,,,,,
,,,,,0.217834005498923,1,,,,,,,,
,,,,,0.217949434603873,1,,,,,,,,
,,,,,0.218129102992197,1,,,,,,,,
,,,,,0.218161148403334,1,,,,,,,,
,,,,,0.218366197183099,1,,,,,,,,
,,,,,0.218407892808449,1,,,,,,,,
,,,,,0.218469156103888,1,,,,,,,,
,,,,,0.218567430631641,1,,,,,,,,
,,,,,0.218897982867971,1,,,,,,,,
,,,,,0.219122580802865,1,,,,,,,,
,,,,,0.219206115779162,1,,,,,,,,
,,,,,0.219249687842424,1,,,,,,,,
,,,,,0.21927893082936,1,,,,,,,,
,,,,,0.219422359074173,1,,,,,,,,
,,,,,0.219737512363849,1,,,,,,,,
,,,,,0.219766440399183,1,,,,,,,,
,,,,,0.219855410249814,1,,,,,,,,
,,,,,0.220146840269985,1,,,,,,,,
,,,,,0.2204961249008,1,,,,,,,,
,,,,,0.220699816580501,1,,,,,,,,
,,,,,0.220750743310208,1,,,,,,,,
,,,,,0.220755708557965,1,,,,,,,,
,,,,,0.221105599275053,1,,,,,,,,
,,,,,0.221224952855782,1,,,,,,,,
,,,,,0.221389851979416,1,,,,,,,,
,,,,,0.221502915186541,1,,,,,,,,
,,,,,0.221554674629117,1,,,,,,,,
,,,,,0.221693285203513,1,,,,,,,,
,,,,,0.221798289764154,1,,,,,,,,
,,,,,0.221854080172115,1,,,,,,,,
,,,,,0.222083031382785,1,,,,,,,,
,,,,,0.222157444591297,1,,,,,,,,
,,,,,0.222206783368959,1,,,,,,,,
,,,,,0.222286892096987,1,,,,,,,,
,,,,,0.222307593409634,1,,,,,,,,
,,,,,0.222360043759401,1,,,,,,,,
,,,,,0.222457862834944,1,,,,,,,,
,,,,,0.222464014640498,1,,,,,,,,
,,,,,0.222552393893612,1,,,,,,,,
,,,,,0.222557657606857,1,,,,,,,,
,,,,,0.222589524059807,1,,,,,,,,
,,,,,0.22261222232173,1,,,,,,,,
,,,,,0.222643971909674,1,,,,,,,,
,,,,,0.222740650718382,1,,,,,,,,
,,,,,0.222893050961755,1,,,,,,,,
,,,,,0.22298569130327,1,,,,,,,,
,,,,,0.223813178597898,1,,,,,,,,
,,,,,0.223962877587644,1,,,,,,,,
,,,,,0.224148744094492,1,,,,,,,,
,,,,,0.224627699161986,1,,,,,,,,
,,,,,0.224696189989195,1,,,,,,,,
,,,,,0.22470196241162,1,,,,,,,,
,,,,,0.224745974777347,1,,,,,,,,
,,,,,0.224981140465558,1,,,,,,,,
,,,,,0.225073894879374,1,,,,,,,,
,,,,,0.225110439246396,1,,,,,,,,
,,,,,0.225738527665284,1,,,,,,,,
,,,,,0.226158813657464,1,,,,,,,,
,,,,,0.2264276340497,1,,,,,,,,
,,,,,0.226479344707371,1,,,,,,,,
,,,,,0.226524247411674,1,,,,,,,,
,,,,,0.226676998234739,1,,,,,,,,
,,,,,0.226779216199072,1,,,,,,,,
,,,,,0.227147595147162,1,,,,,,,,
,,,,,0.227224079383745,1,,,,,,,,
,,,,,0.227294335719546,1,,,,,,,,
,,,,,0.227548851529836,1,,,,,,,,
,,,,,0.227549966615111,1,,,,,,,,
,,,,,0.227755074339408,1,,,,,,,,
,,,,,0.227849666199621,1,,,,,,,,
,,,,,0.228256427646051,1,,,,,,,,
,,,,,0.228499991345711,1,,,,,,,,
,,,,,0.228515144053189,1,,,,,,,,
,,,,,0.228693508434301,1,,,,,,,,
,,,,,0.228792715804637,1,,,,,,,,
,,,,,0.22882870981314,1,,,,,,,,
,,,,,0.228835978835979,1,,,,,,,,
,,,,,0.228870909965948,1,,,,,,,,
,,,,,0.228901416634854,1,,,,,,,,
,,,,,0.228935275636323,1,,,,,,,,
,,,,,0.229022214058089,1,,,,,,,,
,,,,,0.229070202606788,1,,,,,,,,
,,,,,0.22954591817028,1,,,,,,,,
,,,,,0.229653962540052,1,,,,,,,,
,,,,,0.229934114653692,1,,,,,,,,
,,,,,0.22997192679327,1,,,,,,,,
,,,,,0.230168992302781,1,,,,,,,,
,,,,,0.230313148300455,1,,,,,,,,
,,,,,0.230463626410554,1,,,,,,,,
,,,,,0.230579160129081,1,,,,,,,,
,,,,,0.230680722643173,1,,,,,,,,
,,,,,0.230772741795609,1,,,,,,,,
,,,,,0.230837579320757,1,,,,,,,,
,,,,,0.23105070519153,1,,,,,,,,
,,,,,0.231423182555177,1,,,,,,,,
,,,,,0.231520742101526,1,,,,,,,,
,,,,,0.231534236051453,1,,,,,,,,
,,,,,0.23158218572755,1,,,,,,,,
,,,,,0.231645180271745,1,,,,,,,,
,,,,,0.231968268310574,1,,,,,,,,
,,,,,0.232060297888542,1,,,,,,,,
,,,,,0.232134847675811,1,,,,,,,,
,,,,,0.232149888660858,1,,,,,,,,
,,,,,0.232270193259894,1,,,,,,,,
,,,,,0.232280872006377,1,,,,,,,,
,,,,,0.232705733023059,1,,,,,,,,
,,,,,0.233377195286484,1,,,,,,,,
,,,,,0.233389464321486,1,,,,,,,,
,,,,,0.233445316025282,1,,,,,,,,
,,,,,0.233683263053879,1,,,,,,,,
,,,,,0.233735133721047,1,,,,,,,,
,,,,,0.233872431038232,1,,,,,,,,
,,,,,0.234492785971727,1,,,,,,,,
,,,,,0.234535736136428,1,,,,,,,,
,,,,,0.234543724698024,1,,,,,,,,
,,,,,0.234547782563147,1,,,,,,,,
,,,,,0.234786052893099,1,,,,,,,,
,,,,,0.234921623714411,1,,,,,,,,
,,,,,0.234927497570149,1,,,,,,,,
,,,,,0.235171691471638,1,,,,,,,,
,,,,,0.235580799382904,1,,,,,,,,
,,,,,0.2356430648396,1,,,,,,,,
,,,,,0.235943382934607,1,,,,,,,,
,,,,,0.235999613055524,1,,,,,,,,
,,,,,0.236260584059354,1,,,,,,,,
,,,,,0.236944000170981,1,,,,,,,,
,,,,,0.237138736788666,1,,,,,,,,
,,,,,0.237193140159541,1,,,,,,,,
,,,,,0.237200422557806,1,,,,,,,,
,,,,,0.237205543099171,1,,,,,,,,
,,,,,0.2374355887144,1,,,,,,,,
,,,,,0.237488911808023,1,,,,,,,,
,,,,,0.237490180908493,1,,,,,,,,
,,,,,0.237497400946148,1,,,,,,,,
,,,,,0.237544023382827,1,,,,,,,,
,,,,,0.237683753768666,1,,,,,,,,
,,,,,0.237948840799595,1,,,,,,,,
,,,,,0.238035433446316,1,,,,,,,,
,,,,,0.238090490469321,1,,,,,,,,
,,,,,0.238464429293676,1,,,,,,,,
,,,,,0.238477024880745,1,,,,,,,,
,,,,,0.238490983212782,1,,,,,,,,
,,,,,0.238523807853223,1,,,,,,,,
,,,,,0.23911730905225,1,,,,,,,,
,,,,,0.239189541199959,1,,,,,,,,
,,,,,0.239331548012381,1,,,,,,,,
,,,,,0.239378615512258,1,,,,,,,,
,,,,,0.239393919938048,1,,,,,,,,
,,,,,0.239395036547269,1,,,,,,,,
,,,,,0.239465069932277,1,,,,,,,,
,,,,,0.239470314443026,1,,,,,,,,
,,,,,0.240008440906379,1,,,,,,,,
,,,,,0.240021264096268,1,,,,,,,,
,,,,,0.240165689767362,1,,,,,,,,
,,,,,0.24056320759639,1,,,,,,,,
,,,,,0.240634555255428,1,,,,,,,,
,,,,,0.240640253586671,1,,,,,,,,
,,,,,0.240746349430089,1,,,,,,,,
,,,,,0.24081320367786,1,,,,,,,,
,,,,,0.241717440619079,1,,,,,,,,
,,,,,0.241729487068787,1,,,,,,,,
,,,,,0.241816404488723,1,,,,,,,,
,,,,,0.241869147548283,1,,,,,,,,
,,,,,0.241906080980217,1,,,,,,,,
,,,,,0.241955195006568,1,,,,,,,,
,,,,,0.242015518228481,1,,,,,,,,
,,,,,0.242051958510263,1,,,,,,,,
,,,,,0.242130431800478,1,,,,,,,,
,,,,,0.24237355136042,1,,,,,,,,
,,,,,0.242489860128953,1,,,,,,,,
,,,,,0.242720689340828,1,,,,,,,,
,,,,,0.242768734231077,1,,,,,,,,
,,,,,0.242815835471142,1,,,,,,,,
,,,,,0.242890379438575,1,,,,,,,,
,,,,,0.242936395437158,1,,,,,,,,
,,,,,0.243089389500158,1,,,,,,,,
,,,,,0.243239057594866,1,,,,,,,,
,,,,,0.243350266307089,1,,,,,,,,
,,,,,0.243388676815527,1,,,,,,,,
,,,,,0.243393831631163,1,,,,,,,,
,,,,,0.243405265942829,1,,,,,,,,
,,,,,0.243419631547368,1,,,,,,,,
,,,,,0.24365396658589,1,,,,,,,,
,,,,,0.243857154256532,1,,,,,,,,
,,,,,0.244057383409789,1,,,,,,,,
,,,,,0.24432907118027,1,,,,,,,,
,,,,,0.244420863953122,1,,,,,,,,
,,,,,0.24445789836709,1,,,,,,,,
,,,,,0.244461868016283,1,,,,,,,,
,,,,,0.24465408852275,1,,,,,,,,
,,,,,0.244736397078211,1,,,,,,,,
,,,,,0.244845153019172,1,,,,,,,,
,,,,,0.244845597649236,1,,,,,,,,
,,,,,0.244868626442635,1,,,,,,,,
,,,,,0.244922432243177,1,,,,,,,,
,,,,,0.245135360294093,1,,,,,,,,
,,,,,0.245223179274589,1,,,,,,,,
,,,,,0.24539529611788,1,,,,,,,,
,,,,,0.245400188593074,1,,,,,,,,
,,,,,0.245494667157043,1,,,,,,,,
,,,,,0.245822670118225,1,,,,,,,,
,,,,,0.246091214378178,1,,,,,,,,
,,,,,0.24613809734731,1,,,,,,,,
,,,,,0.246197074166261,1,,,,,,,,
,,,,,0.246246351363189,1,,,,,,,,
,,,,,0.246271353106634,1,,,,,,,,
,,,,,0.246445673100657,1,,,,,,,,
,,,,,0.24711007374468,1,,,,,,,,
,,,,,0.247207397057364,1,,,,,,,,
,,,,,0.247218779948767,1,,,,,,,,
,,,,,0.247254860138642,1,,,,,,,,
,,,,,0.247425691959395,1,,,,,,,,
,,,,,0.247519561702959,1,,,,,,,,
,,,,,0.247623002071484,1,,,,,,,,
,,,,,0.2481212878957,1,,,,,,,,
,,,,,0.248150070989206,1,,,,,,,,
,,,,,0.248236395717073,1,,,,,,,,
,,,,,0.248467511238251,1,,,,,,,,
,,,,,0.248573371613114,1,,,,,,,,
,,,,,0.248666400681851,1,,,,,,,,
,,,,,0.249026326191498,1,,,,,,,,
,,,,,0.249224811820553,1,,,,,,,,
,,,,,0.249405120402838,1,,,,,,,,
,,,,,0.250322985355508,1,,,,,,,,
,,,,,0.250479610493947,1,,,,,,,,
,,,,,0.250543841963205,1,,,,,,,,
,,,,,0.250582861262546,1,,,,,,,,
,,,,,0.250617902523059,1,,,,,,,,
,,,,,0.250672077566816,1,,,,,,,,
,,,,,0.251093880453941,1,,,,,,,,
,,,,,0.251111138916948,1,,,,,,,,
,,,,,0.251330310338045,1,,,,,,,,
,,,,,0.251371786562973,1,,,,,,,,
,,,,,0.251453063724113,1,,,,,,,,
,,,,,0.251590509423366,1,,,,,,,,
,,,,,0.251707513258883,1,,,,,,,,
,,,,,0.251962762926483,1,,,,,,,,
,,,,,0.252095095406839,1,,,,,,,,
,,,,,0.252239076421682,1,,,,,,,,
,,,,,0.252393111863042,1,,,,,,,,
,,,,,0.25255407984062,1,,,,,,,,
,,,,,0.25275128968064,1,,,,,,,,
,,,,,0.252789053394799,1,,,,,,,,
,,,,,0.252887020692866,1,,,,,,,,
,,,,,0.253186561674069,1,,,,,,,,
,,,,,0.253214269578917,1,,,,,,,,
,,,,,0.253418304366219,1,,,,,,,,
,,,,,0.253536320423398,1,,,,,,,,
,,,,,0.253576915315464,1,,,,,,,,
,,,,,0.253889105799672,1,,,,,,,,
,,,,,0.254083893975946,1,,,,,,,,
,,,,,0.254272866143191,1,,,,,,,,
,,,,,0.254284893703153,1,,,,,,,,
,,,,,0.254341367456556,1,,,,,,,,
,,,,,0.254496604549186,1,,,,,,,,
,,,,,0.254503776621983,1,,,,,,,,
,,,,,0.25457129002756,1,,,,,,,,
,,,,,0.254915571192278,1,,,,,,,,
,,,,,0.255088043263207,1,,,,,,,,
,,,,,0.255133993190142,1,,,,,,,,
,,,,,0.255228302867036,1,,,,,,,,
,,,,,0.255231445061014,1,,,,,,,,
,,,,,0.255605799584324,1,,,,,,,,
,,,,,0.255616397208951,1,,,,,,,,
,,,,,0.255683797198448,1,,,,,,,,
,,,,,0.255789632952401,1,,,,,,,,
,,,,,0.255868814728314,1,,,,,,,,
,,,,,0.255947299100344,1,,,,,,,,
,,,,,0.255994434988325,1,,,,,,,,
,,,,,0.256008095117632,1,,,,,,,,
,,,,,0.256029644284054,1,,,,,,,,
,,,,,0.256204624485438,1,,,,,,,,
,,,,,0.256529113695647,1,,,,,,,,
,,,,,0.256623933889052,1,,,,,,,,
,,,,,0.256665933428187,1,,,,,,,,
,,,,,0.256744284960609,1,,,,,,,,
,,,,,0.256889187840003,1,,,,,,,,
,,,,,0.256970705390007,1,,,,,,,,
,,,,,0.256986147810073,1,,,,,,,,
,,,,,0.257262446165339,1,,,,,,,,
,,,,,0.257274979853438,1,,,,,,,,
,,,,,0.257307078378745,1,,,,,,,,
,,,,,0.257344419081997,1,,,,,,,,
,,,,,0.257456160888978,1,,,,,,,,
,,,,,0.257736123376899,1,,,,,,,,
,,,,,0.257771419791668,1,,,,,,,,
,,,,,0.257777130547094,1,,,,,,,,
,,,,,0.257831650992812,1,,,,,,,,
,,,,,0.257984728475263,1,,,,,,,,
,,,,,0.258148900501262,1,,,,,,,,
,,,,,0.258190888334602,1,,,,,,,,
,,,,,0.258298117821072,1,,,,,,,,
,,,,,0.258348082687547,1,,,,,,,,
,,,,,0.258359073227665,1,,,,,,,,
,,,,,0.25842564305062,1,,,,,,,,
,,,,,0.258597075106403,1,,,,,,,,
,,,,,0.258652404180729,1,,,,,,,,
,,,,,0.258920360801442,1,,,,,,,,
,,,,,0.259068112632998,1,,,,,,,,
,,,,,0.259366278461744,1,,,,,,,,
,,,,,0.259443484668103,1,,,,,,,,
,,,,,0.259629545124557,1,,,,,,,,
,,,,,0.259635470028142,1,,,,,,,,
,,,,,0.259788061385022,1,,,,,,,,
,,,,,0.259827618032309,1,,,,,,,,
,,,,,0.259874489369764,1,,,,,,,,
,,,,,0.260023313686702,1,,,,,,,,
,,,,,0.260106142151506,1,,,,,,,,
,,,,,0.260507902002523,1,,,,,,,,
,,,,,0.260681962814153,1,,,,,,,,
,,,,,0.260908198275894,1,,,,,,,,
,,,,,0.260932260615205,1,,,,,,,,
,,,,,0.260979132580607,1,,,,,,,,
,,,,,0.261031020242656,1,,,,,,,,
,,,,,0.261252584100733,1,,,,,,,,
,,,,,0.261288622929858,1,,,,,,,,
,,,,,0.261333705582638,1,,,,,,,,
,,,,,0.261726558124895,1,,,,,,,,
,,,,,0.261756899726889,1,,,,,,,,
,,,,,0.261954616761676,1,,,,,,,,
,,,,,0.261966136394523,1,,,,,,,,
,,,,,0.262390398665512,1,,,,,,,,
,,,,,0.262417763611129,1,,,,,,,,
,,,,,0.262449652142073,1,,,,,,,,
,,,,,0.262596751673072,1,,,,,,,,
,,,,,0.262854159384703,1,,,,,,,,
,,,,,0.262881726771324,1,,,,,,,,
,,,,,0.26320573996747,1,,,,,,,,
,,,,,0.263210626263556,1,,,,,,,,
,,,,,0.263265336628533,1,,,,,,,,
,,,,,0.263274525464711,1,,,,,,,,
,,,,,0.263322038651811,1,,,,,,,,
,,,,,0.263396140846241,1,,,,,,,,
,,,,,0.263449954177685,1,,,,,,,,
,,,,,0.263477840180055,1,,,,,,,,
,,,,,0.263602123104419,1,,,,,,,,
,,,,,0.263662307822882,1,,,,,,,,
,,,,,0.263869220116231,1,,,,,,,,
,,,,,0.264395932291855,1,,,,,,,,
,,,,,0.264414970237936,1,,,,,,,,
,,,,,0.264485365957266,1,,,,,,,,
,,,,,0.264513636206543,1,,,,,,,,
,,,,,0.264611863426432,1,,,,,,,,
,,,,,0.264624291400314,1,,,,,,,,
,,,,,0.264672876514052,1,,,,,,,,
,,,,,0.264714221803529,1,,,,,,,,
,,,,,0.264723309227553,1,,,,,,,,
,,,,,0.264814620240567,1,,,,,,,,
,,,,,0.264926953207707,1,,,,,,,,
,,,,,0.264974703538402,1,,,,,,,,
,,,,,0.265009865639387,1,,,,,,,,
,,,,,0.265126378525979,1,,,,,,,,
,,,,,0.265157271383084,1,,,,,,,,
,,,,,0.265184953672321,1,,,,,,,,
,,,,,0.265204102837103,1,,,,,,,,
,,,,,0.265220932600285,1,,,,,,,,
,,,,,0.265250385393513,1,,,,,,,,
,,,,,0.265283522046692,1,,,,,,,,
,,,,,0.265324780432241,1,,,,,,,,
,,,,,0.265563854917574,1,,,,,,,,
,,,,,0.265602182759126,1,,,,,,,,
,,,,,0.265733378225158,1,,,,,,,,
,,,,,0.265872267059567,1,,,,,,,,
,,,,,0.266001291382474,1,,,,,,,,
,,,,,0.266055056293373,1,,,,,,,,
,,,,,0.266352300242648,1,,,,,,,,
,,,,,0.266547980053149,1,,,,,,,,
,,,,,0.266864024144149,1,,,,,,,,
,,,,,0.266923359533416,1,,,,,,,,
,,,,,0.266923711099823,1,,,,,,,,
,,,,,0.267059260857203,1,,,,,,,,
,,,,,0.267124472972123,1,,,,,,,,
,,,,,0.267196770802802,1,,,,,,,,
,,,,,0.26730475747285,1,,,,,,,,
,,,,,0.267305407522971,1,,,,,,,,
,,,,,0.267311166608295,1,,,,,,,,
,,,,,0.267619899036801,1,,,,,,,,
,,,,,0.267816962974855,1,,,,,,,,
,,,,,0.267833798724537,1,,,,,,,,
,,,,,0.267964699942399,1,,,,,,,,
,,,,,0.268235109654305,1,,,,,,,,
,,,,,0.268669091666267,1,,,,,,,,
,,,,,0.268733065180771,1,,,,,,,,
,,,,,0.26885618857081,1,,,,,,,,
,,,,,0.268908633575216,1,,,,,,,,
,,,,,0.269093861722254,1,,,,,,,,
,,,,,0.269189162980692,1,,,,,,,,
,,,,,0.269204659972426,1,,,,,,,,
,,,,,0.26927249513985,1,,,,,,,,
,,,,,0.269388094754574,1,,,,,,,,
,,,,,0.269437325315064,1,,,,,,,,
,,,,,0.269548961377911,1,,,,,,,,
,,,,,0.269767556966349,1,,,,,,,,
,,,,,0.26993230882595,1,,,,,,,,
,,,,,0.270095319391094,1,,,,,,,,
,,,,,0.270104694790952,1,,,,,,,,
,,,,,0.270278049105074,1,,,,,,,,
,,,,,0.270319404631401,1,,,,,,,,
,,,,,0.270332339946128,1,,,,,,,,
,,,,,0.270380181310711,1,,,,,,,,
,,,,,0.27042763925156,1,,,,,,,,
,,,,,0.270512688640494,1,,,,,,,,
,,,,,0.270897890679501,1,,,,,,,,
,,,,,0.27112515754729,1,,,,,,,,
,,,,,0.271348623488493,1,,,,,,,,
,,,,,0.27149618413708,1,,,,,,,,
,,,,,0.271501963073792,1,,,,,,,,
,,,,,0.27170531669032,1,,,,,,,,
,,,,,0.271804206602307,1,,,,,,,,
,,,,,0.271917783213464,1,,,,,,,,
,,,,,0.272132981963382,1,,,,,,,,
,,,,,0.27263309886789,1,,,,,,,,
,,,,,0.273130702506584,1,,,,,,,,
,,,,,0.273207192492765,1,,,,,,,,
,,,,,0.273213221098828,1,,,,,,,,
,,,,,0.273587498942739,1,,,,,,,,
,,,,,0.273670026884252,1,,,,,,,,
,,,,,0.273951008761207,1,,,,,,,,
,,,,,0.274085186960381,1,,,,,,,,
,,,,,0.274090762793692,1,,,,,,,,
,,,,,0.274728868816696,1,,,,,,,,
,,,,,0.274820285207641,1,,,,,,,,
,,,,,0.274893545327815,1,,,,,,,,
,,,,,0.27517213009731,1,,,,,,,,
,,,,,0.275241169478072,1,,,,,,,,
,,,,,0.275442017574635,1,,,,,,,,
,,,,,0.27561115046012,1,,,,,,,,
,,,,,0.275675603438641,1,,,,,,,,
,,,,,0.276047068973954,1,,,,,,,,
,,,,,0.276457097645184,1,,,,,,,,
,,,,,0.276471823940306,1,,,,,,,,
,,,,,0.276494986190463,1,,,,,,,,
,,,,,0.276527915575458,1,,,,,,,,
,,,,,0.27664222502789,1,,,,,,,,
,,,,,0.276711319766625,1,,,,,,,,
,,,,,0.276721475036466,1,,,,,,,,
,,,,,0.276774625377857,1,,,,,,,,
,,,,,0.277212182220181,1,,,,,,,,
,,,,,0.277411921083865,1,,,,,,,,
,,,,,0.27759360875834,1,,,,,,,,
,,,,,0.27760296134984,1,,,,,,,,
,,,,,0.277784902600052,1,,,,,,,,
,,,,,0.277790252227685,1,,,,,,,,
,,,,,0.27779552715655,1,,,,,,,,
,,,,,0.277837864393482,1,,,,,,,,
,,,,,0.277901223576098,1,,,,,,,,
,,,,,0.27815321551176,1,,,,,,,,
,,,,,0.27826006404997,1,,,,,,,,
,,,,,0.278526001024307,1,,,,,,,,
,,,,,0.278571831821091,1,,,,,,,,
,,,,,0.27871712331237,1,,,,,,,,
,,,,,0.278808627209468,1,,,,,,,,
,,,,,0.278840926828123,1,,,,,,,,
,,,,,0.279149558036374,1,,,,,,,,
,,,,,0.279272278210993,1,,,,,,,,
,,,,,0.279367586375668,1,,,,,,,,
,,,,,0.279656389170223,1,,,,,,,,
,,,,,0.279727259494784,1,,,,,,,,
,,,,,0.279837630009926,1,,,,,,,,
,,,,,0.28030810370833,1,,,,,,,,
,,,,,0.280313183653545,1,,,,,,,,
,,,,,0.280326392413367,1,,,,,,,,
,,,,,0.280420824051368,1,,,,,,,,
,,,,,0.280487917983962,1,,,,,,,,
,,,,,0.280747336709321,1,,,,,,,,
,,,,,0.280897256726249,1,,,,,,,,
,,,,,0.280985759244312,1,,,,,,,,
,,,,,0.281119945503507,1,,,,,,,,
,,,,,0.281233026359972,1,,,,,,,,
,,,,,0.281812286194949,1,,,,,,,,
,,,,,0.282035214243602,1,,,,,,,,
,,,,,0.282366929392271,1,,,,,,,,
,,,,,0.282540370651349,1,,,,,,,,
,,,,,0.282612053342219,1,,,,,,,,
,,,,,0.282679309589261,1,,,,,,,,
,,,,,0.282774145566276,1,,,,,,,,
,,,,,0.282886460798442,1,,,,,,,,
,,,,,0.282996767032654,1,,,,,,,,
,,,,,0.283110151234331,1,,,,,,,,
,,,,,0.283244057145682,1,,,,,,,,
,,,,,0.283284486393124,1,,,,,,,,
,,,,,0.283285271522656,1,,,,,,,,
,,,,,0.283591960637025,1,,,,,,,,
,,,,,0.283602867613446,1,,,,,,,,
,,,,,0.283773164386116,1,,,,,,,,
,,,,,0.283895423101807,1,,,,,,,,
,,,,,0.284009169235634,1,,,,,,,,
,,,,,0.284081155241291,1,,,,,,,,
,,,,,0.284193812365581,1,,,,,,,,
,,,,,0.284245130754835,1,,,,,,,,
,,,,,0.284352213292826,1,,,,,,,,
,,,,,0.284520531167153,1,,,,,,,,
,,,,,0.284583055319084,1,,,,,,,,
,,,,,0.284622015790341,1,,,,,,,,
,,,,,0.284782783491937,1,,,,,,,,
,,,,,0.284855544510907,1,,,,,,,,
,,,,,0.284860810982586,1,,,,,,,,
,,,,,0.285258534589944,1,,,,,,,,
,,,,,0.285346937753413,1,,,,,,,,
,,,,,0.28536312849162,1,,,,,,,,
,,,,,0.285606011128997,1,,,,,,,,
,,,,,0.285702153944835,1,,,,,,,,
,,,,,0.28589549428712,1,,,,,,,,
,,,,,0.285976307696551,1,,,,,,,,
,,,,,0.286213870396899,1,,,,,,,,
,,,,,0.286324653007958,1,,,,,,,,
,,,,,0.286820613841667,1,,,,,,,,
,,,,,0.28702074678865,1,,,,,,,,
,,,,,0.287096298362142,1,,,,,,,,
,,,,,0.287403973280227,1,,,,,,,,
,,,,,0.287415381843453,1,,,,,,,,
,,,,,0.287520844895145,1,,,,,,,,
,,,,,0.287604337186159,1,,,,,,,,
,,,,,0.287627747644876,1,,,,,,,,
,,,,,0.287674574205727,1,,,,,,,,
,,,,,0.287677827005403,1,,,,,,,,
,,,,,0.287726013649817,1,,,,,,,,
,,,,,0.287936971779738,1,,,,,,,,
,,,,,0.288092283324061,1,,,,,,,,
,,,,,0.288238739852897,1,,,,,,,,
,,,,,0.288252397934518,1,,,,,,,,
,,,,,0.2882680627086,1,,,,,,,,
,,,,,0.28830289090913,1,,,,,,,,
,,,,,0.288316072195306,1,,,,,,,,
,,,,,0.288344100795439,1,,,,,,,,
,,,,,0.288377595819943,1,,,,,,,,
,,,,,0.288525189416313,1,,,,,,,,
,,,,,0.288528974538903,1,,,,,,,,
,,,,,0.288709466295639,1,,,,,,,,
,,,,,0.288743625977245,1,,,,,,,,
,,,,,0.28879058121517,1,,,,,,,,
,,,,,0.288811884131698,1,,,,,,,,
,,,,,0.288900956866567,1,,,,,,,,
,,,,,0.288932873586567,1,,,,,,,,
,,,,,0.288935110669166,1,,,,,,,,
,,,,,0.288962024764672,1,,,,,,,,
,,,,,0.289384392804745,1,,,,,,,,
,,,,,0.289450165194651,1,,,,,,,,
,,,,,0.289468102974306,1,,,,,,,,
,,,,,0.289477371742066,1,,,,,,,,
,,,,,0.28952387992252,1,,,,,,,,
,,,,,0.289586998808663,1,,,,,,,,
,,,,,0.289634547539525,1,,,,,,,,
,,,,,0.289695773985507,1,,,,,,,,
,,,,,0.289850970970046,1,,,,,,,,
,,,,,0.290311127342078,1,,,,,,,,
,,,,,0.290450432283921,1,,,,,,,,
,,,,,0.290578280304117,1,,,,,,,,
,,,,,0.290646153078078,1,,,,,,,,
,,,,,0.290777601194974,1,,,,,,,,
,,,,,0.290807417748265,1,,,,,,,,
,,,,,0.291055535760411,1,,,,,,,,
,,,,,0.291119273606902,1,,,,,,,,
,,,,,0.291391108202113,1,,,,,,,,
,,,,,0.291499129238466,1,,,,,,,,
,,,,,0.291569693999345,1,,,,,,,,
,,,,,0.29161149001842,1,,,,,,,,
,,,,,0.29165926901988,1,,,,,,,,
,,,,,0.291857993856846,1,,,,,,,,
,,,,,0.292133274812066,1,,,,,,,,
,,,,,0.292165899959714,1,,,,,,,,
,,,,,0.292519254892968,1,,,,,,,,
,,,,,0.292699544998781,1,,,,,,,,
,,,,,0.292716228450008,1,,,,,,,,
,,,,,0.292782183112731,1,,,,,,,,
,,,,,0.292878700156444,1,,,,,,,,
,,,,,0.292964021095014,1,,,,,,,,
,,,,,0.29302689643486,1,,,,,,,,
,,,,,0.293092036721537,1,,,,,,,,
,,,,,0.293150884436361,1,,,,,,,,
,,,,,0.293152897894534,1,,,,,,,,
,,,,,0.293184545097722,1,,,,,,,,
,,,,,0.293292172094302,1,,,,,,,,
,,,,,0.2935796315248,1,,,,,,,,
,,,,,0.29360433429593,1,,,,,,,,
,,,,,0.293689447015527,1,,,,,,,,
,,,,,0.293704941982974,1,,,,,,,,
,,,,,0.293751372845857,1,,,,,,,,
,,,,,0.293774535250958,1,,,,,,,,
