SETOR_ATIV,Cont.Núm - SETOR_ATIV,,,,PERC,Cont.Núm - PERC,,,,,,,,
,,,,,0.293887882206911,1,,,,,,,,
,,,,,0.293918052056011,1,,,,,,,,
,,,,,0.293975922182466,1,,,,,,,,
,,,,,0.294004400440044,1,,,,,,,,
,,,,,0.29412158495791,1,,,,,,,,
,,,,,0.29499629193091,1,,,,,,,,
,,,,,0.295084448211151,1,,,,,,,,
,,,,,0.295200199109328,1,,,,,,,,
,,,,,0.295453215652785,1,,,,,,,,
,,,,,0.295941867284613,1,,,,,,,,
,,,,,0.295991400988915,1,,,,,,,,
,,,,,0.296062099341503,1,,,,,,,,
,,,,,0.296107500029708,1,,,,,,,,
,,,,,0.296137602179837,1,,,,,,,,
,,,,,0.296151273434877,1,,,,,,,,
,,,,,0.296193390067175,1,,,,,,,,
,,,,,0.296208833849835,1,,,,,,,,
,,,,,0.296237162390018,1,,,,,,,,
,,,,,0.296394714077399,1,,,,,,,,
,,,,,0.296610063313343,1,,,,,,,,
,,,,,0.296790259744427,1,,,,,,,,
,,,,,0.296938970728908,1,,,,,,,,
,,,,,0.297040338883874,1,,,,,,,,
,,,,,0.29733024847885,1,,,,,,,,
,,,,,0.297363799178903,1,,,,,,,,
,,,,,0.297427707019274,1,,,,,,,,
,,,,,0.297462852232447,1,,,,,,,,
,,,,,0.297745253250227,1,,,,,,,,
,,,,,0.297746030607287,1,,,,,,,,
,,,,,0.297855576313866,1,,,,,,,,
,,,,,0.297920611655023,1,,,,,,,,
,,,,,0.298004496475745,1,,,,,,,,
,,,,,0.298030263875729,1,,,,,,,,
,,,,,0.298165121770657,1,,,,,,,,
,,,,,0.298368527685433,1,,,,,,,,
,,,,,0.298473092939585,1,,,,,,,,
,,,,,0.29849321316787,1,,,,,,,,
,,,,,0.298564840564604,1,,,,,,,,
,,,,,0.2986154698328,1,,,,,,,,
,,,,,0.298629549671986,1,,,,,,,,
,,,,,0.298913498467219,1,,,,,,,,
,,,,,0.298954501452081,1,,,,,,,,
,,,,,0.298984033681458,1,,,,,,,,
,,,,,0.29900051991086,1,,,,,,,,
,,,,,0.299018208807965,1,,,,,,,,
,,,,,0.299037380833692,1,,,,,,,,
,,,,,0.299343392673662,1,,,,,,,,
,,,,,0.299443530157592,1,,,,,,,,
,,,,,0.299463814564171,1,,,,,,,,
,,,,,0.299515205192334,1,,,,,,,,
,,,,,0.299851156389114,1,,,,,,,,
,,,,,0.300180530416368,1,,,,,,,,
,,,,,0.30037572932336,1,,,,,,,,
,,,,,0.300474751143985,1,,,,,,,,
,,,,,0.300589727330374,1,,,,,,,,
,,,,,0.300603560240126,1,,,,,,,,
,,,,,0.30079148262568,1,,,,,,,,
,,,,,0.301048021273268,1,,,,,,,,
,,,,,0.301071591427269,1,,,,,,,,
,,,,,0.301120241161004,1,,,,,,,,
,,,,,0.301138309718267,1,,,,,,,,
,,,,,0.301322773558875,1,,,,,,,,
,,,,,0.301333329482387,1,,,,,,,,
,,,,,0.3014038775383,1,,,,,,,,
,,,,,0.301468120922397,1,,,,,,,,
,,,,,0.301517298347773,1,,,,,,,,
,,,,,0.301573530110275,1,,,,,,,,
,,,,,0.30167275165785,1,,,,,,,,
,,,,,0.301672900301143,1,,,,,,,,
,,,,,0.301823858144481,1,,,,,,,,
,,,,,0.30185739499221,1,,,,,,,,
,,,,,0.301952672201751,1,,,,,,,,
,,,,,0.301984283524185,1,,,,,,,,
,,,,,0.302245871709075,1,,,,,,,,
,,,,,0.302250831766238,1,,,,,,,,
,,,,,0.302313221338573,1,,,,,,,,
,,,,,0.302512713052873,1,,,,,,,,
,,,,,0.302624508643197,1,,,,,,,,
,,,,,0.302688809140672,1,,,,,,,,
,,,,,0.302711065359651,1,,,,,,,,
,,,,,0.302990376872923,1,,,,,,,,
,,,,,0.303020775806687,1,,,,,,,,
,,,,,0.303086109915314,1,,,,,,,,
,,,,,0.303110659135445,1,,,,,,,,
,,,,,0.303350656455142,1,,,,,,,,
,,,,,0.303397635316449,1,,,,,,,,
,,,,,0.303453972527304,1,,,,,,,,
,,,,,0.303610371708818,1,,,,,,,,
,,,,,0.303710446275434,1,,,,,,,,
,,,,,0.303754604024825,1,,,,,,,,
,,,,,0.303908779658063,1,,,,,,,,
,,,,,0.303930029202215,1,,,,,,,,
,,,,,0.304011455724795,1,,,,,,,,
,,,,,0.304016867264583,1,,,,,,,,
,,,,,0.304094196808273,1,,,,,,,,
,,,,,0.30441934713966,1,,,,,,,,
,,,,,0.304447101637956,1,,,,,,,,
,,,,,0.30453385256636,1,,,,,,,,
,,,,,0.304642545854848,1,,,,,,,,
,,,,,0.304688862037517,1,,,,,,,,
,,,,,0.304705158076531,1,,,,,,,,
,,,,,0.304828887554679,1,,,,,,,,
,,,,,0.304928620059638,1,,,,,,,,
,,,,,0.30492881039446,1,,,,,,,,
,,,,,0.304975968242703,1,,,,,,,,
,,,,,0.30499417248621,1,,,,,,,,
,,,,,0.305248151754113,1,,,,,,,,
,,,,,0.305642044980679,1,,,,,,,,
,,,,,0.30567302759057,1,,,,,,,,
,,,,,0.3056828119759,1,,,,,,,,
,,,,,0.305745804748854,1,,,,,,,,
,,,,,0.305827224994425,1,,,,,,,,
,,,,,0.305969210750918,1,,,,,,,,
,,,,,0.306090137092069,1,,,,,,,,
,,,,,0.306110241162324,1,,,,,,,,
,,,,,0.306120606962031,1,,,,,,,,
,,,,,0.306233370650235,1,,,,,,,,
,,,,,0.306481592272933,1,,,,,,,,
,,,,,0.306490052867946,1,,,,,,,,
,,,,,0.306760403898267,1,,,,,,,,
,,,,,0.306785559675052,1,,,,,,,,
,,,,,0.306795738718518,1,,,,,,,,
,,,,,0.306842034781284,1,,,,,,,,
,,,,,0.306865329589361,1,,,,,,,,
,,,,,0.307047920004981,1,,,,,,,,
,,,,,0.30711968922289,1,,,,,,,,
,,,,,0.307128398989677,1,,,,,,,,
,,,,,0.307314952458419,1,,,,,,,,
,,,,,0.307486979909592,1,,,,,,,,
,,,,,0.30765291181803,1,,,,,,,,
,,,,,0.308057414594031,1,,,,,,,,
,,,,,0.30809145196443,1,,,,,,,,
,,,,,0.308099355720201,1,,,,,,,,
,,,,,0.308145294668584,1,,,,,,,,
,,,,,0.308302498394545,1,,,,,,,,
,,,,,0.308395486199933,1,,,,,,,,
,,,,,0.308499837214604,1,,,,,,,,
,,,,,0.308705599759796,1,,,,,,,,
,,,,,0.308828561589371,1,,,,,,,,
,,,,,0.308921175465124,1,,,,,,,,
,,,,,0.308953330406618,1,,,,,,,,
,,,,,0.308995212723441,1,,,,,,,,
,,,,,0.309145448612094,1,,,,,,,,
,,,,,0.309164515667609,1,,,,,,,,
,,,,,0.309314076746312,1,,,,,,,,
,,,,,0.309327518345166,1,,,,,,,,
,,,,,0.3094550088218,1,,,,,,,,
,,,,,0.309515949354819,1,,,,,,,,
,,,,,0.309527496389872,1,,,,,,,,
,,,,,0.309539681275247,1,,,,,,,,
,,,,,0.309592984660615,1,,,,,,,,
,,,,,0.309755216836281,1,,,,,,,,
,,,,,0.309908599870833,1,,,,,,,,
,,,,,0.310284933378886,1,,,,,,,,
,,,,,0.310324068548642,1,,,,,,,,
,,,,,0.310544556862066,1,,,,,,,,
,,,,,0.310759908932022,1,,,,,,,,
,,,,,0.31078611220908,1,,,,,,,,
,,,,,0.310971418760141,1,,,,,,,,
,,,,,0.3111621369328,1,,,,,,,,
,,,,,0.31128844361603,1,,,,,,,,
,,,,,0.311378393072518,1,,,,,,,,
,,,,,0.311423624869996,1,,,,,,,,
,,,,,0.311474184101048,1,,,,,,,,
,,,,,0.311504237817587,1,,,,,,,,
,,,,,0.311707397289772,1,,,,,,,,
,,,,,0.311741205472811,1,,,,,,,,
,,,,,0.311872391826107,1,,,,,,,,
,,,,,0.311895320192514,1,,,,,,,,
,,,,,0.311927299889198,1,,,,,,,,
,,,,,0.312004679506397,1,,,,,,,,
,,,,,0.312074344789945,1,,,,,,,,
,,,,,0.312089034282505,1,,,,,,,,
,,,,,0.3123860182964,1,,,,,,,,
,,,,,0.312690177325549,1,,,,,,,,
,,,,,0.312798315898009,1,,,,,,,,
,,,,,0.312815707479179,1,,,,,,,,
,,,,,0.312974370944809,1,,,,,,,,
,,,,,0.31313828004776,1,,,,,,,,
,,,,,0.313162265913166,1,,,,,,,,
,,,,,0.313291125288233,1,,,,,,,,
,,,,,0.313317422692833,1,,,,,,,,
,,,,,0.313683601119816,1,,,,,,,,
,,,,,0.313964274970179,1,,,,,,,,
,,,,,0.313992208497249,1,,,,,,,,
,,,,,0.314391596043077,1,,,,,,,,
,,,,,0.314715985173398,1,,,,,,,,
,,,,,0.314859379034025,1,,,,,,,,
,,,,,0.314875409010823,1,,,,,,,,
,,,,,0.315381988342797,1,,,,,,,,
,,,,,0.315416534019001,1,,,,,,,,
,,,,,0.315492456655288,1,,,,,,,,
,,,,,0.315509567026996,1,,,,,,,,
,,,,,0.315530227718145,1,,,,,,,,
,,,,,0.315636503067485,1,,,,,,,,
,,,,,0.315663816543203,1,,,,,,,,
,,,,,0.315796932693928,1,,,,,,,,
,,,,,0.315908860027892,1,,,,,,,,
,,,,,0.31604156820109,1,,,,,,,,
,,,,,0.31605663539678,1,,,,,,,,
,,,,,0.316141942754764,1,,,,,,,,
,,,,,0.316148486424228,1,,,,,,,,
,,,,,0.316324925992953,1,,,,,,,,
,,,,,0.316350529168158,1,,,,,,,,
,,,,,0.316589675708799,1,,,,,,,,
,,,,,0.31674715598622,1,,,,,,,,
,,,,,0.316770186335404,1,,,,,,,,
,,,,,0.316770236296707,1,,,,,,,,
,,,,,0.31684719615144,1,,,,,,,,
,,,,,0.31686729665333,1,,,,,,,,
,,,,,0.316887600961835,1,,,,,,,,
,,,,,0.31695295197969,1,,,,,,,,
,,,,,0.31697710067578,1,,,,,,,,
,,,,,0.316985282292378,1,,,,,,,,
,,,,,0.317044800270633,1,,,,,,,,
,,,,,0.317338332468789,1,,,,,,,,
,,,,,0.317438137127005,1,,,,,,,,
,,,,,0.317679589296238,1,,,,,,,,
,,,,,0.318101747404422,1,,,,,,,,
,,,,,0.318140718497855,1,,,,,,,,
,,,,,0.318305366213663,1,,,,,,,,
,,,,,0.318313474513069,1,,,,,,,,
,,,,,0.318384957375884,1,,,,,,,,
,,,,,0.318697936057848,1,,,,,,,,
,,,,,0.318739474311706,1,,,,,,,,
,,,,,0.318783727687837,1,,,,,,,,
,,,,,0.318812714692218,1,,,,,,,,
,,,,,0.319042878419,1,,,,,,,,
,,,,,0.31915043089754,1,,,,,,,,
,,,,,0.319601268969184,1,,,,,,,,
,,,,,0.319889313965143,1,,,,,,,,
,,,,,0.319977164567433,1,,,,,,,,
,,,,,0.320182343198042,1,,,,,,,,
,,,,,0.320341616716738,1,,,,,,,,
,,,,,0.320395612168709,1,,,,,,,,
,,,,,0.320545343205624,1,,,,,,,,
,,,,,0.32054985139945,1,,,,,,,,
,,,,,0.320572827300937,1,,,,,,,,
,,,,,0.320843830351846,1,,,,,,,,
,,,,,0.320896047275249,1,,,,,,,,
,,,,,0.320913584826362,1,,,,,,,,
,,,,,0.320918146383716,1,,,,,,,,
,,,,,0.321007744163222,1,,,,,,,,
,,,,,0.321141553333743,1,,,,,,,,
,,,,,0.321181015718497,1,,,,,,,,
,,,,,0.321642581024821,1,,,,,,,,
,,,,,0.321658527209666,1,,,,,,,,
,,,,,0.321797283516234,1,,,,,,,,
,,,,,0.321872680732472,1,,,,,,,,
,,,,,0.321957581437788,1,,,,,,,,
,,,,,0.322047129530663,1,,,,,,,,
,,,,,0.322090064319535,1,,,,,,,,
,,,,,0.322274334346003,1,,,,,,,,
,,,,,0.322372900981173,1,,,,,,,,
,,,,,0.322535927065016,1,,,,,,,,
,,,,,0.322621199946759,1,,,,,,,,
,,,,,0.322915495199194,1,,,,,,,,
,,,,,0.322957208803863,1,,,,,,,,
,,,,,0.323237057300909,1,,,,,,,,
,,,,,0.323418310461324,1,,,,,,,,
,,,,,0.323504296261955,1,,,,,,,,
,,,,,0.323540852309321,1,,,,,,,,
,,,,,0.323567546206996,1,,,,,,,,
,,,,,0.323581628714782,1,,,,,,,,
,,,,,0.323642955723344,1,,,,,,,,
,,,,,0.32386314931477,1,,,,,,,,
,,,,,0.324035268754738,1,,,,,,,,
,,,,,0.324441756814262,1,,,,,,,,
,,,,,0.324528195364914,1,,,,,,,,
,,,,,0.324677918705683,1,,,,,,,,
,,,,,0.3247026012495,1,,,,,,,,
,,,,,0.324754039361442,1,,,,,,,,
,,,,,0.324786505370585,1,,,,,,,,
,,,,,0.325130915635765,1,,,,,,,,
,,,,,0.325286217307597,1,,,,,,,,
,,,,,0.325463587579505,1,,,,,,,,
,,,,,0.325710381491958,1,,,,,,,,
,,,,,0.325876150198419,1,,,,,,,,
,,,,,0.325965440971452,1,,,,,,,,
,,,,,0.326049360709517,1,,,,,,,,
,,,,,0.326110590383166,1,,,,,,,,
,,,,,0.32619795446959,1,,,,,,,,
,,,,,0.326290368419194,1,,,,,,,,
,,,,,0.326722884081679,1,,,,,,,,
,,,,,0.32683777692529,1,,,,,,,,
,,,,,0.327026953665753,1,,,,,,,,
,,,,,0.327079309119273,1,,,,,,,,
,,,,,0.327192712139488,1,,,,,,,,
,,,,,0.327206990057246,1,,,,,,,,
,,,,,0.32735647177951,1,,,,,,,,
,,,,,0.327373334731984,1,,,,,,,,
,,,,,0.327730310389449,1,,,,,,,,
,,,,,0.327997485021888,1,,,,,,,,
,,,,,0.328172236794285,1,,,,,,,,
,,,,,0.328183947858205,1,,,,,,,,
,,,,,0.328219169358771,1,,,,,,,,
,,,,,0.328283705633086,1,,,,,,,,
,,,,,0.328452061715441,1,,,,,,,,
,,,,,0.328477030958742,1,,,,,,,,
,,,,,0.328623116013228,1,,,,,,,,
,,,,,0.328638698712718,1,,,,,,,,
,,,,,0.328821965158656,1,,,,,,,,
,,,,,0.328893791399033,1,,,,,,,,
,,,,,0.329373651959132,1,,,,,,,,
,,,,,0.329410145226788,1,,,,,,,,
,,,,,0.32947104075275,1,,,,,,,,
,,,,,0.329811187061707,1,,,,,,,,
,,,,,0.329878860969112,1,,,,,,,,
,,,,,0.330151344817951,1,,,,,,,,
,,,,,0.330454084284745,1,,,,,,,,
,,,,,0.33064689420562,1,,,,,,,,
,,,,,0.330746074378069,1,,,,,,,,
,,,,,0.330773344060596,1,,,,,,,,
,,,,,0.330784743705212,1,,,,,,,,
,,,,,0.330945740145816,1,,,,,,,,
,,,,,0.331208665315189,1,,,,,,,,
,,,,,0.331466807213731,1,,,,,,,,
,,,,,0.331574346250867,1,,,,,,,,
,,,,,0.331620718990623,1,,,,,,,,
,,,,,0.331643361742837,1,,,,,,,,
,,,,,0.331707941851849,1,,,,,,,,
,,,,,0.331777563859475,1,,,,,,,,
,,,,,0.331831860778504,1,,,,,,,,
,,,,,0.331947943071137,1,,,,,,,,
,,,,,0.332359615688803,1,,,,,,,,
,,,,,0.332453210274987,1,,,,,,,,
,,,,,0.332600531578939,1,,,,,,,,
,,,,,0.332935472181065,1,,,,,,,,
,,,,,0.333200708075925,1,,,,,,,,
,,,,,0.333395333679014,1,,,,,,,,
,,,,,0.333548105455339,1,,,,,,,,
,,,,,0.333701797622499,1,,,,,,,,
,,,,,0.33378673410912,1,,,,,,,,
,,,,,0.333825652454237,1,,,,,,,,
,,,,,0.33385382486749,1,,,,,,,,
,,,,,0.333895941124855,1,,,,,,,,
,,,,,0.333948710719957,1,,,,,,,,
,,,,,0.33397943632953,1,,,,,,,,
,,,,,0.333998259615565,1,,,,,,,,
,,,,,0.334125316209949,1,,,,,,,,
,,,,,0.334167627479528,1,,,,,,,,
,,,,,0.334204704228707,1,,,,,,,,
,,,,,0.334497265945336,1,,,,,,,,
,,,,,0.334507798448364,1,,,,,,,,
,,,,,0.33471865131513,1,,,,,,,,
,,,,,0.3348706324406,1,,,,,,,,
,,,,,0.335074821959132,1,,,,,,,,
,,,,,0.335326265397121,1,,,,,,,,
,,,,,0.33550422311504,1,,,,,,,,
,,,,,0.335515165269969,1,,,,,,,,
,,,,,0.335567277520115,1,,,,,,,,
,,,,,0.33559800094376,1,,,,,,,,
,,,,,0.335940107337753,1,,,,,,,,
,,,,,0.336160840492249,1,,,,,,,,
,,,,,0.336199835299989,1,,,,,,,,
,,,,,0.336238584741693,1,,,,,,,,
,,,,,0.336284354124624,1,,,,,,,,
,,,,,0.33635376395465,1,,,,,,,,
,,,,,0.336437593065294,1,,,,,,,,
,,,,,0.336461997696593,1,,,,,,,,
,,,,,0.336587120623078,1,,,,,,,,
,,,,,0.336641708212987,1,,,,,,,,
,,,,,0.336653107252324,1,,,,,,,,
,,,,,0.33692835051405,1,,,,,,,,
,,,,,0.337174195774498,1,,,,,,,,
,,,,,0.337524754640856,1,,,,,,,,
,,,,,0.337650172404798,1,,,,,,,,
,,,,,0.33768052037657,1,,,,,,,,
,,,,,0.337747431357752,1,,,,,,,,
,,,,,0.337779333975265,1,,,,,,,,
,,,,,0.337873637372954,1,,,,,,,,
,,,,,0.337884139724069,1,,,,,,,,
,,,,,0.337975512623764,1,,,,,,,,
,,,,,0.338420703384207,1,,,,,,,,
,,,,,0.338600800582242,1,,,,,,,,
,,,,,0.338659517426274,1,,,,,,,,
,,,,,0.339748569374041,1,,,,,,,,
,,,,,0.339858739643572,1,,,,,,,,
,,,,,0.340073562189877,1,,,,,,,,
,,,,,0.340075276087486,1,,,,,,,,
,,,,,0.340164352981449,1,,,,,,,,
,,,,,0.340248347288401,1,,,,,,,,
,,,,,0.340286664176774,1,,,,,,,,
,,,,,0.340402781258805,1,,,,,,,,
,,,,,0.340476116873163,1,,,,,,,,
,,,,,0.340655633998402,1,,,,,,,,
,,,,,0.340697212096947,1,,,,,,,,
,,,,,0.340843614588027,1,,,,,,,,
,,,,,0.340862530860955,1,,,,,,,,
,,,,,0.340955932207198,1,,,,,,,,
,,,,,0.341108569091702,1,,,,,,,,
,,,,,0.341187445799364,1,,,,,,,,
,,,,,0.341362019404926,1,,,,,,,,
,,,,,0.341706857641479,1,,,,,,,,
,,,,,0.341741577608564,1,,,,,,,,
,,,,,0.341817623521683,1,,,,,,,,
,,,,,0.342096338781962,1,,,,,,,,
,,,,,0.342293568864071,1,,,,,,,,
,,,,,0.342325254169483,1,,,,,,,,
,,,,,0.342557411330042,1,,,,,,,,
,,,,,0.342648209640236,1,,,,,,,,
,,,,,0.342821964860592,1,,,,,,,,
,,,,,0.342916057256576,1,,,,,,,,
,,,,,0.343007144775318,1,,,,,,,,
,,,,,0.343573462787482,1,,,,,,,,
,,,,,0.343706386538859,1,,,,,,,,
,,,,,0.343800211331688,1,,,,,,,,
,,,,,0.343826758668576,1,,,,,,,,
,,,,,0.343898031627215,1,,,,,,,,
,,,,,0.343926607708937,1,,,,,,,,
,,,,,0.343965408352129,1,,,,,,,,
,,,,,0.344202079745873,1,,,,,,,,
,,,,,0.344346799987579,1,,,,,,,,
,,,,,0.344351110242886,1,,,,,,,,
,,,,,0.344422174321242,1,,,,,,,,
,,,,,0.344585996685606,1,,,,,,,,
,,,,,0.344593924515725,1,,,,,,,,
,,,,,0.344608238805284,1,,,,,,,,
,,,,,0.345098236674354,1,,,,,,,,
,,,,,0.345255763892823,1,,,,,,,,
,,,,,0.345629130239851,1,,,,,,,,
,,,,,0.345746937476799,1,,,,,,,,
,,,,,0.345760427562683,1,,,,,,,,
,,,,,0.34591055636606,1,,,,,,,,
,,,,,0.345940276261974,1,,,,,,,,
,,,,,0.346007284846982,1,,,,,,,,
,,,,,0.346133114098785,1,,,,,,,,
,,,,,0.34622885979269,1,,,,,,,,
,,,,,0.346286193873269,1,,,,,,,,
,,,,,0.346361536672477,1,,,,,,,,
,,,,,0.34659332775942,1,,,,,,,,
,,,,,0.346753446759751,1,,,,,,,,
,,,,,0.346979384750337,1,,,,,,,,
,,,,,0.346988965104229,1,,,,,,,,
,,,,,0.347051705532748,1,,,,,,,,
,,,,,0.347208296859713,1,,,,,,,,
,,,,,0.34725836098446,1,,,,,,,,
,,,,,0.347297484148357,1,,,,,,,,
,,,,,0.347323169244369,1,,,,,,,,
,,,,,0.347359310409973,1,,,,,,,,
,,,,,0.347537936994038,1,,,,,,,,
,,,,,0.347853920183957,1,,,,,,,,
,,,,,0.347918997057787,1,,,,,,,,
,,,,,0.347971422953398,1,,,,,,,,
,,,,,0.348039888865488,1,,,,,,,,
,,,,,0.348178054486752,1,,,,,,,,
,,,,,0.348206861403932,1,,,,,,,,
,,,,,0.348320041992518,1,,,,,,,,
,,,,,0.348434074414114,1,,,,,,,,
,,,,,0.348465837519851,1,,,,,,,,
,,,,,0.348552364659481,1,,,,,,,,
,,,,,0.34856732750081,1,,,,,,,,
,,,,,0.348600530114858,1,,,,,,,,
,,,,,0.348727118713498,1,,,,,,,,
,,,,,0.348859516702691,1,,,,,,,,
,,,,,0.34893898864955,1,,,,,,,,
,,,,,0.349037723117517,1,,,,,,,,
,,,,,0.34934725848564,1,,,,,,,,
,,,,,0.349383296576678,1,,,,,,,,
,,,,,0.349481657995605,1,,,,,,,,
,,,,,0.349519202406938,1,,,,,,,,
,,,,,0.349539788744354,1,,,,,,,,
,,,,,0.349593384015501,1,,,,,,,,
,,,,,0.349725409974752,1,,,,,,,,
,,,,,0.349733356797998,1,,,,,,,,
,,,,,0.349742001280877,1,,,,,,,,
,,,,,0.349897025452452,1,,,,,,,,
,,,,,0.349958506224066,1,,,,,,,,
,,,,,0.349969685751001,1,,,,,,,,
,,,,,0.35002907540221,1,,,,,,,,
,,,,,0.350263029020079,1,,,,,,,,
,,,,,0.350333232878977,1,,,,,,,,
,,,,,0.350386241496759,1,,,,,,,,
,,,,,0.350624339939119,1,,,,,,,,
,,,,,0.350777646965097,1,,,,,,,,
,,,,,0.3510808391607,1,,,,,,,,
,,,,,0.351135020871558,1,,,,,,,,
,,,,,0.351350993192961,1,,,,,,,,
,,,,,0.351552621686582,1,,,,,,,,
,,,,,0.35158983959011,1,,,,,,,,
,,,,,0.351759620053803,1,,,,,,,,
,,,,,0.351760644943249,1,,,,,,,,
,,,,,0.351816237395978,1,,,,,,,,
,,,,,0.351913194357965,1,,,,,,,,
,,,,,0.352095444550933,1,,,,,,,,
,,,,,0.352144417754065,1,,,,,,,,
,,,,,0.352202357688359,1,,,,,,,,
,,,,,0.352247048796178,1,,,,,,,,
,,,,,0.352332281125558,1,,,,,,,,
,,,,,0.352477972174281,1,,,,,,,,
,,,,,0.352811085653957,1,,,,,,,,
,,,,,0.352811287050106,1,,,,,,,,
,,,,,0.35289063951544,1,,,,,,,,
,,,,,0.352953282340718,1,,,,,,,,
,,,,,0.353010868397195,1,,,,,,,,
,,,,,0.35305414458358,1,,,,,,,,
,,,,,0.353105055572835,1,,,,,,,,
,,,,,0.353107739009347,1,,,,,,,,
,,,,,0.353744802635132,1,,,,,,,,
,,,,,0.353823627838111,1,,,,,,,,
,,,,,0.35385629531971,1,,,,,,,,
,,,,,0.353915257253874,1,,,,,,,,
,,,,,0.353952330092855,1,,,,,,,,
,,,,,0.353980980693179,1,,,,,,,,
,,,,,0.354040836835059,1,,,,,,,,
,,,,,0.354051250812884,1,,,,,,,,
,,,,,0.354081192529604,1,,,,,,,,
,,,,,0.35438625245852,1,,,,,,,,
,,,,,0.354531076398114,1,,,,,,,,
,,,,,0.354613035480552,1,,,,,,,,
,,,,,0.354662979332653,1,,,,,,,,
,,,,,0.354675770539129,1,,,,,,,,
,,,,,0.354870319727849,1,,,,,,,,
,,,,,0.355103891793974,1,,,,,,,,
,,,,,0.355355920076142,1,,,,,,,,
,,,,,0.355480438896113,1,,,,,,,,
,,,,,0.355504006680218,1,,,,,,,,
,,,,,0.355673664484142,1,,,,,,,,
,,,,,0.355875976903141,1,,,,,,,,
,,,,,0.356184126262112,1,,,,,,,,
,,,,,0.35618530549261,1,,,,,,,,
,,,,,0.356261874119017,1,,,,,,,,
,,,,,0.356474031762423,1,,,,,,,,
,,,,,0.356517586203622,1,,,,,,,,
,,,,,0.356520683708343,1,,,,,,,,
,,,,,0.356555592883817,1,,,,,,,,
,,,,,0.356649886212809,1,,,,,,,,
,,,,,0.356651352562613,1,,,,,,,,
,,,,,0.356716100149328,1,,,,,,,,
,,,,,0.356839066918002,1,,,,,,,,
,,,,,0.357101922742833,1,,,,,,,,
,,,,,0.357312695936634,1,,,,,,,,
,,,,,0.357354654887031,1,,,,,,,,
,,,,,0.357430622345752,1,,,,,,,,
,,,,,0.357647705937901,1,,,,,,,,
,,,,,0.357659908524063,1,,,,,,,,
,,,,,0.35788826075482,1,,,,,,,,
,,,,,0.358014359414536,1,,,,,,,,
,,,,,0.358075731425044,1,,,,,,,,
,,,,,0.35814454577795,1,,,,,,,,
,,,,,0.358187996975564,1,,,,,,,,
,,,,,0.358278837869522,1,,,,,,,,
,,,,,0.358322600082231,1,,,,,,,,
,,,,,0.358371945798874,1,,,,,,,,
,,,,,0.358386599510995,1,,,,,,,,
,,,,,0.358462629780099,1,,,,,,,,
,,,,,0.3584637081518,1,,,,,,,,
,,,,,0.358479450805872,1,,,,,,,,
,,,,,0.358486579178883,1,,,,,,,,
,,,,,0.358540816060596,1,,,,,,,,
,,,,,0.358582382321719,1,,,,,,,,
,,,,,0.358676901222777,1,,,,,,,,
,,,,,0.358694073242234,1,,,,,,,,
,,,,,0.358788931904038,1,,,,,,,,
,,,,,0.358915668274718,1,,,,,,,,
,,,,,0.35893638549334,1,,,,,,,,
,,,,,0.359074389639143,1,,,,,,,,
,,,,,0.359352935678923,1,,,,,,,,
,,,,,0.359924872263854,1,,,,,,,,
,,,,,0.360023998171568,1,,,,,,,,
,,,,,0.360054191309896,1,,,,,,,,
,,,,,0.360259123826516,1,,,,,,,,
,,,,,0.360496979789895,1,,,,,,,,
,,,,,0.360664167795507,1,,,,,,,,
,,,,,0.360767871506292,1,,,,,,,,
,,,,,0.360904460904729,1,,,,,,,,
,,,,,0.360954981356139,1,,,,,,,,
,,,,,0.360995873687019,1,,,,,,,,
,,,,,0.360998066587936,1,,,,,,,,
,,,,,0.361117002474373,1,,,,,,,,
,,,,,0.361137713884818,1,,,,,,,,
,,,,,0.361157836039283,1,,,,,,,,
,,,,,0.361160471664474,1,,,,,,,,
,,,,,0.361252681283389,1,,,,,,,,
,,,,,0.361301484264294,1,,,,,,,,
,,,,,0.361403037109629,1,,,,,,,,
,,,,,0.36151077597885,1,,,,,,,,
,,,,,0.361564581653229,1,,,,,,,,
,,,,,0.362268888011125,1,,,,,,,,
,,,,,0.362428164638882,1,,,,,,,,
,,,,,0.362468666380252,1,,,,,,,,
,,,,,0.3626596145691,1,,,,,,,,
,,,,,0.362672526839079,1,,,,,,,,
,,,,,0.363034065382368,1,,,,,,,,
,,,,,0.363077137293077,1,,,,,,,,
,,,,,0.36314842568702,1,,,,,,,,
,,,,,0.363269429820869,1,,,,,,,,
,,,,,0.363364750847654,1,,,,,,,,
,,,,,0.363570578085371,1,,,,,,,,
,,,,,0.363678008317958,1,,,,,,,,
,,,,,0.363740267021966,1,,,,,,,,
,,,,,0.363789378802674,1,,,,,,,,
,,,,,0.36387248587533,1,,,,,,,,
,,,,,0.363996776608494,1,,,,,,,,
,,,,,0.364319325462597,1,,,,,,,,
,,,,,0.364333365375373,1,,,,,,,,
,,,,,0.364397615888048,1,,,,,,,,
,,,,,0.364457903416248,1,,,,,,,,
,,,,,0.364462513628524,1,,,,,,,,
,,,,,0.364607782581841,1,,,,,,,,
,,,,,0.364684905555246,1,,,,,,,,
,,,,,0.364767728643044,1,,,,,,,,
,,,,,0.364788621924756,1,,,,,,,,
,,,,,0.364836926279315,1,,,,,,,,
,,,,,0.364987429506111,1,,,,,,,,
,,,,,0.365003636986008,1,,,,,,,,
