"ANO","CNPJ_CIA","SETOR_ECON","Receitas","VAB","VALP","VATD","Distribuição","Pessoal","Governo","RCT","RCP","Outros"
2009,"00.000.000/0001-91","Terciário",2.45334482466831,3.79089514610159,3.07371604477663,11.8224515612953,3.35192433213243,4.39956151314689,2.92154634901711,0.616040115792822,12.2926388402817,1.11646172990372
2009,"00.001.180/0001-26","Secundário",1.09573602339551,4.76241557825945,1.65433411631867,26.6515011575388,1.45732763456299,2.04561783226195,4.22874386108883,3.31871939062298,25.9843046903385,0.612359561223656
2009,"00.070.698/0001-11","Secundário",0.477798978044765,9.48007153623956,1.01661570326174,0.150677649363234,1.43787718429915,0.443806513991232,9.54575189682062,0.97612347663932,0.199992028133218,1.55272936159323
2009,"00.095.147/0001-02","Secundário",1.03829931850396,25.7854099278051,0.603314700690835,0.499720393520575,4.08585332547411,0.934697463464073,25.8771142545414,0.528003981906143,0.541083371789915,4.10657768699464
2009,"00.108.786/0001-65","Terciário",1.07541495526215,0.29642915146155,1.57371859467105,0.649077083593515,9.5994834841812,1.10441554601992,0.314888247318833,1.45916499956364,0.707297416673304,9.5859044798063
2009,"00.249.786/0001-85","Terciário",0.404249095186314,0.363567433035665,3.94953367260824,0.944675897094703,25.633820228317,0.379765571362513,0.401427657567214,3.92988827622581,1.03633654664112,25.8059393390629
2009,"00.354.053/0001-00","Terciário",1.34462892096286,0.47869472494018,9.42909281885154,0.944601554405401,0.0931798436705644,1.32011671150635,0.5164796315076,9.41040321741565,1.03551359737525,0.265274821832101
2009,"00.622.416/0001-41","Secundário",3.90420791716369,0.964890349762445,25.6540354841779,0.445413838112545,0.352974270999584,3.88143446398,0.998631722625906,25.6426070981036,0.533336206674082,0.520156530573361
2009,"00.743.065/0001-27","Primário",9.73504748410059,1.23416600000319,0.3546580327139,1.63106746650954,0.713212781672302,9.71742656418347,1.14330527815296,0.221798301335067,1.74735121800639,0.635197748387376
2009,"00.776.574/0001-56","Terciário",25.7240155819568,0.493115070587862,0.403784735941505,3.98251800150288,0.992248861714574,25.6003771399065,0.514135651922232,0.479869412955429,4.03939873847143,1.11656021369421
2009,"00.864.214/0001-06","Secundário",0.142267736499237,1.48952236560021,0.581510225490348,9.53955935860328,1.06983752482055,0.0988306290027322,1.55225066151732,0.600078885066654,9.55778776732188,1.38252513978053
2009,"00.924.429/0001-75","Terciário",0.342932770108812,3.9660951493873,0.971963615695159,25.6464276333451,0.452608696351173,0.332877059522372,3.99570464500104,0.94086038315977,25.7268155451406,0.612359561223656
2009,"00.994.533/0001-36","Terciário",0.4279117668574,9.43098412124658,0.961311342065246,0.0950072262652953,1.38222640150728,0.403212195874517,9.46727684743926,0.951516553515588,0.18177716189324,1.55272936159323
2009,"01.027.058/0001-91","Terciário",1.0078739126652,25.795600915685,0.616271729567191,0.520260427342617,4.10638611285309,0.950845849606211,25.801463155118,0.45679870832621,0.757143342398341,4.10657768699464
2009,"01.083.200/0001-18","Secundário",1.23362882212784,0.465770105812515,1.78128786765268,0.874438506746908,9.82476540071187,0.996965288255541,0.628009085552797,1.56797648540498,0.642889118932057,11.9062127485199
2009,"01.109.184/0001-95","Terciário",0.427477703440154,0.383172146007897,3.96708205285392,0.96948642028651,25.6586219984539,0.420266995455858,0.41026795698025,3.9558216448105,1.06098201271912,25.8059393390629
2009,"01.386.256/0001-41","Terciário",1.43658139606321,0.630637746876871,9.60572302819865,1.1129784630464,0.261497349601182,1.53452885613728,0.639576800999039,9.42649470990727,1.24916663968269,0.265274821832101
2009,"01.545.826/0001-07","Secundário",3.98962225127984,1.00583991276479,25.7005794463112,0.498091070414097,0.405632918980997,3.981956900137,1.023223101526,25.7207864090256,0.553390394760002,0.520156530573361
2009,"01.547.749/0001-16","Secundário",9.50861319810666,1.09630671747358,0.255548565435998,1.53561232942803,0.617791320787304,9.40402507526919,1.18402420787842,0.159837042243195,1.57216304546855,0.886004017560113
2009,"01.608.571/0001-76","Terciário",25.5978288730255,0.455813161384487,0.363294599650884,3.9347991310333,0.944546826274606,25.5732979769507,0.493557800489628,0.343467119804536,4.0268210836912,1.11656021369421
2009,"01.772.313/0001-20","Sem Setor Principal",0.0571643557947583,1.39618313819083,0.478336024849254,9.41412724173454,0.944449659908747,0.0326334597199957,1.4339276008592,0.458508337618551,9.50615200981038,1.11646172990372
2009,"01.832.635/0001-18","Terciário",0.608428114700604,4.26273505741452,1.28562291335291,26.1037016428208,0.909721381356881,0.910835915748451,4.26601535342311,1.61433525140197,25.9839572858416,0.612359561223656
2009,"01.838.723/0001-27","Secundário",0.952133538234511,9.74339724133191,1.29108205377105,0.51003898717769,1.79711174084862,1.20948679694846,9.83184756991633,1.36823429131815,0.209788173618556,1.55272936159323
2009,"01.917.705/0001-30","Secundário",1.29001822117362,26.0386996741269,0.874800730630634,0.781041648321962,4.36707533124451,1.12366500245293,26.1919672481908,0.786732855598561,0.674387499245757,4.10657768699464
2009,"01.938.783/0001-11","Sem Setor Principal",0.913700340801231,0.114989339616083,1.40263127141771,0.472280022964745,9.42274879685928,0.916534237941781,0.150935532711102,1.37843540254106,0.556693743927561,9.5859044798063
2009,"01.957.772/0001-89","Terciário",0.404249095186314,0.36353732116012,3.94933831654558,0.944808147313273,25.6339524318782,0.379805911794972,0.401557942651965,3.93011141080708,1.0363849063391,25.8059393390629
2009,"01.971.614/0001-83","Secundário",1.3447479377435,0.478794615206076,9.42915661027922,0.94477028644311,0.0933485161802742,1.32077341673722,0.516567488189538,9.40925802708013,1.0363106023976,0.265274821832101
