CNPJ_CIA,SETOR_ATIV,ANO,Distribuição_do_Valor_Adicionado,Impostos_Taxas_e_Contribuições,Outros,Pessoal,Receitas,Remuneração_de_Capitais_de_Terceiros,Remuneração_de_Capitais_Próprios,Valor_Adicionado_Bruto,Valor_Adicionado_Líquido_Produzido,Valor_Adicionado_Total_a_Distribuir,VAB_Receitas,VALP_Receitas,DVA_Receitas,Pessoal_Receitas,Impostos_Receitas,Cap_Terceiros_Receitas,Cap_Proprio_Receitas,Outros_Receitas,Pessoal_DVA,Impostos_DVA,Cap_Terceiros_DVA,Cap_Proprio_DVA,Outros_DVA
92.791.243/0001-03,Embalagens,2019,663162,166716,0,191085,1438658,350511,-45150,693412,579198,663162,0.481985294628744,0.402596030467283,0.46095875461715,0.132821699111255,0.115882996514808,0.243637473256326,-0.0313834142652389,0,0.288142263881224,0.25139558659875,0.528545061387715,-0.0680829118676884,0
61.156.931/0001-78,Metalurgia e Siderurgia,2010,32371,14138,456,11061,83219,3554,3162,33082,29091,32371,0.397529410351002,0.34957161225201,0.388985688364436,0.132914358499862,0.169889087828501,0.0427065934462082,0.0379961306913085,0.00547951789855682,0.341694726761608,0.436748941954218,0.109789626517562,0.0976800222421303,0.0140866825244818
31.895.683/0001-16,Bancos,2012,102866,20738,0,43344,326049,2246,36538,105438,102866,102866,0.323380841529954,0.315492456655288,0.315492456655288,0.132937073875399,0.0636039368315805,0.00688853515882582,0.112062910789483,0,0.421363715902242,0.201602084264966,0.0218342309412245,0.355199968891568,0
12.648.327/0001-53,Serviços Transporte e Logística,2019,499349,81878,0,155225,1167540,203637,58609,657138,472624,499349,0.562839817051236,0.404803261558491,0.427693269609607,0.132950477071449,0.0701286465560066,0.174415437586721,0.0501987083954297,0,0.310854732862187,0.163969488273732,0.407804962060603,0.117370816803478,0
92.825.900/0001-96,"Máquinas, Equipamentos, Veículos e Peças",2010,768660,45215,1134,46601,350123,171858,503852,121439,113033,768660,0.346846679595456,0.322837974083394,2.19539990232004,0.133098939515542,0.129140330683788,0.490850358302654,1.43907141204662,0.00323886177143461,0.0606262847032498,0.058823146774907,0.223581297322613,0.655493976530586,0.00147529466864413
90.441.460/0001-48,"Construção Civil, Mat. Constr. e Decoração",2013,118494,46195,0,45127,339020,13463,13709,116771,108436,118494,0.344436906377205,0.319851336204354,0.349519202406938,0.133110140994632,0.13626039761666,0.0397115214441626,0.0404371423514837,0,0.380837848329873,0.389850962917954,0.113617567134201,0.115693621617972,0
18.903.785/0001-78,Serviços Transporte e Logística,2021,4370,411,0,2595,19493,15022,-13658,-9591,-9707,4370,-0.492022777407274,-0.497973631560047,0.224183040065665,0.133124711434874,0.021084491868876,0.770635612784076,-0.700661776022162,0,0.593821510297483,0.0940503432494279,3.43752860411899,-3.1254004576659,0
07.594.978/0001-78,Brinquedos e Lazer,2018,1113652,163601,0,227124,1705996,365971,356956,1251931,1067726,1113652,0.733841697166934,0.625866649159787,0.652786993638907,0.13313278577441,0.0958976457154647,0.214520432638764,0.209236129510268,0,0.203945218075305,0.146904957742634,0.328622406281316,0.320527417900745,0
08.493.364/0001-62,"Agricultura (Açúcar, Álcool e Cana)",2020,590606,67369,0,145503,1092761,319996,57738,703214,421756,590606,0.643520403821147,0.38595447677946,0.540471338197465,0.13315171386973,0.0616502602124344,0.292832558995059,0.0528368051202413,0,0.246362211017159,0.11406758481966,0.541809598954294,0.0977606052088871,0
97.837.181/0001-47,"Construção Civil, Mat. Constr. e Decoração",2013,2155494,752542,0,662731,4976560,220079,520142,2686718,2061121,2155494,0.539874531805102,0.414165809314064,0.433129310206247,0.133170503319562,0.151217306733969,0.0442231179770765,0.104518382175639,0,0.307461305853786,0.349127392606985,0.102101420834389,0.241309880704841,0
21.255.567/0001-89,Têxtil e Vestuário,2013,148623,42583,0,65144,489004,5515,35381,156228,143716,148623,0.319482049226591,0.293895346459334,0.303930029202215,0.133217724190395,0.0870810872712698,0.0112780263556126,0.0723531913849376,0,0.438317084165977,0.286516891732774,0.0371073117888887,0.238058712312361,0
07.206.816/0001-15,Alimentos,2014,1963276,557910,239090,705796,5297715,100308,360172,1995256,1892836,1963276,0.376625771677034,0.35729290835766,0.370589206856163,0.133226494818993,0.105311440875925,0.0189342008771706,0.0679862922033367,0.0451307780807386,0.35949912289459,0.284172984338422,0.0510921541342124,0.183454593241093,0.121781145391682
09.611.768/0001-76,"Construção Civil, Mat. Constr. e Decoração",2020,20003,15673,-40035,31839,238923,12526,0,19466,17385,20003,0.0814739476735182,0.0727640285782449,0.0837215337158834,0.133260506523022,0.0655985401154347,0.0524269325263788,0,-0.167564445448952,1.5917112433135,0.783532470129481,0.626206069089637,0,-2.00144978253262
61.532.644/0001-15,Intermediação Financeira,2016,10234000,674000,0,791000,5929000,553000,8216000,1889000,1244000,10234000,0.31860347444763,0.209816157868106,1.72609208972845,0.133412042502952,0.113678529262945,0.0932703659976387,1.38573115196492,0,0.0772913816689467,0.065858901700215,0.0540355677154583,0.80281414891538,0
56.643.018/0001-66,"Construção Civil, Mat. Constr. e Decoração",2012,580316,200041,0,159627,1196288,132269,88379,555833,455889,580316,0.464631426546116,0.381086327038305,0.48509723411085,0.133435259736786,0.167218094639418,0.110566184731436,0.0738776950032099,0,0.275069100283294,0.344710468089799,0.227925819725805,0.152294611901102,0
11.421.994/0001-36,"Saneamento, Serv. Água e Gás",2020,261958,81142,0,59730,447360,97476,23610,281745,231716,261958,0.629794796137339,0.517963161659514,0.585564198855508,0.133516630901288,0.181379649499285,0.217891630901288,0.0527762875536481,0,0.228013651043297,0.309751944968277,0.372105452019026,0.0901289519693997,0
61.189.288/0001-89,Comércio (Atacado e Varejo),2017,1376699,615169,0,466011,3488761,355957,-60438,1482754,1329075,1376699,0.42500876385628,0.380959028147815,0.39460971961106,0.133574928176507,0.176328788357815,0.102029631723125,-0.0173236286463876,0,0.338498829446379,0.446843500285829,0.25855833410208,-0.0439006638342877,0
88.610.191/0001-54,Têxtil e Vestuário,2017,260204,88243,0,78227,585094,172894,-79160,209851,196314,260204,0.358662026956352,0.335525573668505,0.444721702837493,0.133699884121184,0.15081850095882,0.295497817444718,-0.13529449968723,0,0.300637192356766,0.33913006717806,0.664455581005672,-0.304222840540499,0
62.232.889/0001-90,Bancos,2021,3208691,1025104,0,771586,5767365,2229,1409772,3232611,3208691,3208691,0.560500505863596,0.556353031236969,0.556353031236969,0.133784839350379,0.177742175152778,0.000386484989245522,0.244439531744566,0,0.240467530217151,0.319477319567387,0.000694675803933754,0.439360474411528,0
60.476.884/0001-87,"Máquinas, Equipamentos, Veículos e Peças",2010,881865,397645,0,294634,2200691,105873,83713,866469,788646,881865,0.393725879735047,0.35836289601766,0.400721864178115,0.133882494180237,0.180690973880477,0.0481089803157281,0.0380394158016732,0,0.33410329245406,0.450913688603131,0.120055790852341,0.0949272280904674,0
96.418.264/0218-02,Comércio (Atacado e Varejo),2021,869107,291186,0,335657,2506412,174037,68227,908155,825815,869107,0.362332689118948,0.329480947266451,0.346753446759751,0.133919323718527,0.116176430690565,0.0694367087294507,0.0272209836212083,0,0.386209062865677,0.335040449564898,0.200248070720866,0.0785024168485584,0
92.825.900/0001-96,"Máquinas, Equipamentos, Veículos e Peças",2011,215498,59108,1295,48269,360238,70362,36464,140159,130307,215498,0.389073334850849,0.3617247486384,0.598210072230026,0.133991971974084,0.164080413504405,0.195320871201817,0.101221969919886,0.00359484562983361,0.223988157662716,0.274285608219102,0.326508830708406,0.169208066896212,0.00600933651356393
06.164.253/0001-87,Serviços Transporte e Logística,2018,7255806,1060139,0,1785261,13319548,5190130,-779724,5780681,5112165,7255806,0.433999787380172,0.383809195327049,0.544748665645411,0.134033151875724,0.0795927159089783,0.389662622185077,-0.058539824324369,0,0.246045856242573,0.146109060799035,0.715307162291825,-0.107462079333433,0
78.876.950/0001-71,Têxtil e Vestuário,2010,650319,236737,0,165477,1233609,36088,212017,631318,608187,650319,0.511765073049889,0.493014399214014,0.527167846538085,0.134140558313047,0.191906025328933,0.029254001875797,0.171867261020307,0,0.254455121255876,0.364032113470466,0.0554927658579866,0.326019999415671,0
60.882.628/0001-90,Metalurgia e Siderurgia,2011,736573,173411,0,265408,1978443,44981,252773,669645,633153,736573,0.338470706510119,0.320025899154032,0.372299328310191,0.134149935075208,0.0876502380912667,0.0227355551815241,0.127763599962192,0,0.360328168423225,0.235429482210181,0.0610679457433275,0.343174403623266,0
91.983.056/0001-69,Metalurgia e Siderurgia,2013,239939,43551,0,93463,696266,38302,64623,231199,217020,239939,0.332055564970859,0.311691221458466,0.344608238805284,0.134234617229622,0.0625493704992058,0.0550105850350297,0.0928136660414267,0,0.389528171743652,0.181508633444334,0.159632239860965,0.26933095495105,0
60.872.504/0001-23,Bancos,2018,63639000,14159000,0,22275000,165858000,1566000,25639000,66224000,62892000,63639000,0.399281312930338,0.379191838801867,0.383695691495134,0.134301631516116,0.085368206538123,0.00944181167022393,0.154584041770671,0,0.350021213406873,0.222489354012477,0.0246075519728468,0.402881880607803,0
92.791.243/0001-03,Embalagens,2020,585235,199752,10085,179891,1339135,90675,104832,615844,556982,585235,0.45988193871417,0.415926698951189,0.437024646506887,0.134333730355789,0.149164946028593,0.0677116198142831,0.0782833694885131,0.00753098081970824,0.307382504464019,0.341319299084983,0.15493776004511,0.179128042581185,0.0172323938247029
04.821.041/0001-08,"Máquinas, Equipamentos, Veículos e Peças",2013,200189,-35617,0,131369,977574,123229,-18792,134363,110867,200189,0.137445349405774,0.113410340291374,0.204781428311309,0.134382665660093,-0.0364340704642308,0.126055930292745,-0.0192230971772981,0,0.656224867500212,-0.177916868559212,0.615563292688409,-0.0938712916294102,0
07.689.002/0001-89,"Máquinas, Equipamentos, Veículos e Peças",2019,4055299,1215873,0,3173059,23607018,960453,-1294086,4426059,3603471,4055299,0.187489118701905,0.152644056949505,0.1717836195999,0.134411682153163,0.0515047262640288,0.0406850623827203,-0.0548178512000118,0,0.782447607439057,0.299823268271957,0.236839009897914,-0.319109885608928,0
90.441.460/0001-48,"Construção Civil, Mat. Constr. e Decoração",2020,73564,28875,0,26249,195196,3607,14833,73462,64583,73564,0.376349925203385,0.33086231275231,0.376872476895018,0.134475091702699,0.147928236234349,0.0184788622717679,0.0759902866862026,0,0.356818552552879,0.392515360774292,0.0490321352835626,0.201633951389266,0
18.572.225/0001-88,Serviços Transporte e Logística,2020,276462,90876,0,44629,331589,36.95,104007,309821,255807,276462,0.934352466456969,0.771458039922917,0.833749008561804,0.134591316358504,0.274062167321594,0.000111433129567024,0.313662395314682,0,0.161429057157946,0.328710636543178,0.000133653087946987,0.376207218351889,0
09.112.685/0001-32,Sem Setor Principal,2015,37516,17538,0,14357,106635,992966,-987345,-163410,-167586,37516,-1.53242368828246,-1.57158531439021,0.351816945655742,0.134636845313452,0.164467576311718,9.31182069676935,-9.25910817273878,0,0.382690052244376,0.467480541635569,26.4678004051605,-26.3179709990404,0
97.837.181/0001-47,"Construção Civil, Mat. Constr. e Decoração",2016,1657430,516486,0,668591,4964538,446124,26229,2093568,1509466,1657430,0.421704496974341,0.304049641678642,0.33385382486749,0.134673357319452,0.104035058247112,0.0898621382291766,0.00528327107174927,0,0.403390188424247,0.311618590227038,0.269166118629444,0.0158251027192702,0
92.690.783/0001-09,Metalurgia e Siderurgia,2016,6482120,2290845,-3218311,5681883,42177069,1727703,0,8741742,6205776,6482120,0.207262908667267,0.147136255485178,0.1536882517844,0.134714979838926,0.0543149406612394,0.0409630882601159,0,-0.0763047569758818,0.87654702473882,0.353409841224784,0.266533634057993,0,-0.496490500021598
33.611.500/0001-19,Metalurgia e Siderurgia,2016,6461448,2280819,-2973269,5681883,42174968,1472015,0,8748837,6212882,6461448,0.207441461484926,0.147312073834887,0.153205759397375,0.134721690838035,0.054079922479135,0.0349025753854751,0,-0.0704984293052694,0.879351346633139,0.352988834700829,0.22781503464858,0,-0.460155215982548
00.000.000/0001-91,Bancos,2016,40615570,7890608,0,22615509,167864013,1449876,8659577,40411991,36655688,40615570,0.240742433579257,0.218365374119824,0.241955195006568,0.13472517781402,0.047005953563138,0.00863720564097321,0.0515868579884362,0,0.55681870277827,0.194275446583662,0.035697541607812,0.213208309030256,0
61.189.288/0001-89,Comércio (Atacado e Varejo),2016,1394934,547385,0,486191,3604802,449364,-88006,1505099,1333719,1394934,0.417526122100465,0.369983982476707,0.386965497688916,0.134873149759682,0.15184883940921,0.124657054673183,-0.024413546153159,0,0.348540504425299,0.392409246602348,0.322139972213739,-0.0630897232413863,0
61.067.161/0001-97,Comércio (Atacado e Varejo),2012,304450,177559,0,93482,692452,24056,9353,318060,294762,304450,0.459324256410553,0.42567860299342,0.439669464453854,0.135001415260552,0.25642066164875,0.0347403141300769,0.0135070734144749,0,0.307052061093776,0.583212350139596,0.0790146165215963,0.030720972245032,0
07.206.816/0001-15,Alimentos,2017,2527808,717407,321122,848281,6282746,117937,523061,2494174,2366600,2527808,0.396987877593651,0.376682425168867,0.402341269247555,0.135017554426042,0.114186853964811,0.0187715689922846,0.0832535646037577,0.0511117272606596,0.335579680102286,0.283805969440717,0.0466558377851482,0.206922756791655,0.127035755880193
56.643.018/0001-66,"Construção Civil, Mat. Constr. e Decoração",2017,448052,103931,0,204484,1512916,97700,41937,530690,401300,448052,0.350772944433134,0.265249359515003,0.296151273434877,0.135158858786608,0.0686958165555788,0.0645772799018584,0.0277193181908315,0,0.456384526795997,0.23196191513485,0.218055047182024,0.0935985108871292,0
02.541.982/0001-54,Gráficas e Editoras,2010,202315,38820,0,70070,518380,79009,14416,194058,179109,202315,0.374354720475327,0.34551680234577,0.390283189937883,0.135171109996528,0.0748871484239361,0.152415216636444,0.0278097148809753,0,0.346341101747275,0.191879000568421,0.390524676865284,0.0712552208190198,0
33.467.572/0001-34,Metalurgia e Siderurgia,2011,94298,40585,0,25205,186461,2626,25882,79562,73769,94298,0.426695126594838,0.395626967569626,0.505725057786883,0.135175720391932,0.217659456937376,0.0140833740031427,0.138806506454433,0,0.267290928757768,0.430390888459989,0.0278478864875183,0.274470296294725,0
10.452.416/0001-02,Sem Setor Principal,2021,20309,3964,0,5611,41494,2611,8123,19666,19496,20309,0.47394804068058,0.469851062804261,0.489444257001012,0.135224369788403,0.0955318841278257,0.0629247602062949,0.195763242878488,0,0.276281451573194,0.195184401004481,0.128563690974445,0.39997045644788,0
90.400.888/0001-42,Bancos,2010,14216374,4400445,0,5418583,40060758,464839,3932507,18565730,14214594,14216374,0.463439308861804,0.354825887218609,0.354870319727849,0.135259123154884,0.109844277035397,0.0116033500913787,0.0981635694461897,0,0.381150847607132,0.309533570233873,0.0326974374759696,0.276618144683025,0
60.872.504/0001-23,Bancos,2020,54527000,16639000,0,22567000,166832000,257000,15064000,58192000,53128000,54527000,0.348805984463412,0.318452095521243,0.32683777692529,0.135267814328186,0.0997350628176848,0.00154047185192289,0.0902944279274959,0,0.413868358794726,0.305151576283309,0.00471326132007996,0.276266803601885,0
71.208.516/0001-74,Telecomunicações,2020,1777609,826416,0,485615,3586509,263202,202376,2237161,1723405,1777609,0.62377119365935,0.480524376210962,0.495637679983516,0.13540046881243,0.230423512111638,0.0733866832621917,0.0564270157972558,0,0.273184372941406,0.464903136741544,0.14806518193821,0.113847308378839,0
07.415.333/0001-20,Serviços Transporte e Logística,2020,3994997,1017801,0,1477812,10894589,1101884,397500,4456578,3344625,3994997,0.409063435068546,0.306998731205005,0.366695521969668,0.135646420438623,0.0934226155754935,0.101140483592359,0.0364860023631915,0,0.369915672026787,0.254768902204432,0.275815976833024,0.0994994489357564,0
89.086.144/0001-16,"Máquinas, Equipamentos, Veículos e Peças",2017,1375437,439299,0,505000,3720419,326498,104640,1218162,1100881,1375437,0.327426023789256,0.295902423893653,0.36969948814905,0.135737399470328,0.118077829405774,0.0877583949549769,0.0281258643179706,0,0.367156038408157,0.319388674290426,0.237377647976607,0.0760776393248109,0
92.012.467/0001-70,Comércio (Atacado e Varejo),2016,293022503,129337488,0,71553592,526726064,28119701,64011722,247225972,234729794,293022503,0.469363467838569,0.445639223199709,0.556309100739697,0.135845929963322,0.245549815814696,0.0533858165029024,0.121527538458777,0,0.244191457200132,0.441390973989462,0.0959643055127408,0.218453263297666,0
92.702.067/0001-96,Bancos,2022,3602421,699111,0,2033022,14963554,28046,842242,3874544,3521353,3602421,0.258932069212969,0.235328652538027,0.240746349430089,0.135864915514055,0.0467209193751698,0.00187428735178822,0.0562862271890755,0,0.564348808759443,0.194066989949259,0.00778531992790404,0.233798881363394,0
00.354.053/0001-00,Comércio (Atacado e Varejo),2012,100524,31726,0,7669,56431,706720,-645591,25824,24521,100524,0.457620811256224,0.434530665768815,1.78136130850065,0.135900480232496,0.562208715067959,12.5236129077989,-11.4403607945987,0,0.0762902391468704,0.315606223389439,7.03036090883769,-6.422257371374,0
07.689.002/0001-89,"Máquinas, Equipamentos, Veículos e Peças",2018,3678974,532602,0,2673025,19666363,1116915,-643568,4233624,3251969,3678974,0.215272340900043,0.165356909154987,0.187069363054063,0.135918624099433,0.0270818757896414,0.0567931650605656,-0.0327243018955767,0,0.726568059464405,0.144769166620911,0.303594154239742,-0.174931380325058,0
05.197.443/0001-38,Serviços Médicos,2019,2543517,687693,42491,778614,5726868,225364,809355,2432781,2232937,2543517,0.424801305006506,0.389905442206805,0.444137528575829,0.135958083895071,0.12008186673763,0.0393520507195207,0.141325939414004,0.00741958780960204,0.306117081191122,0.270370907684124,0.088603300076233,0.31820310223993,0.0167056088085906
60.872.504/0001-23,Bancos,2010,35989000,9700000,0,12935000,95066000,861000,12493000,37896000,35707000,35989000,0.398628321376728,0.375602213199251,0.378568573412156,0.136063366503271,0.102034376117645,0.00905686575642185,0.131413965034818,0,0.359415376920726,0.269526799855511,0.0239239767706799,0.347133846453083,0
12.108.897/0001-50,Comércio (Atacado e Varejo),2021,235910,75757,0,163472,1201189,-5298,1979,317398,223360,235910,0.264236518982442,0.185949088777869,0.196397069903238,0.136091822352686,0.0630683431166952,-0.0044106298009722,0.00164753423482899,0,0.692942223729388,0.321126700860498,-0.0224577169259463,0.00838879233606036,0
79.430.682/0001-22,Comércio (Atacado e Varejo),2021,518716,154507,0,267006,1961891,77259,19944,597733,512976,518716,0.304671870149769,0.261470183613667,0.264395932291855,0.136096245917842,0.0787541203869124,0.0393798636111792,0.010165702375922,0,0.514744098890337,0.297864341952051,0.148942774080614,0.0384487850769978,0
00.924.429/0001-75,Serviços Transporte e Logística,2010,240029,82655,0,161721,1187917,7318,-11665,332398,234459,240029,0.279815845719861,0.197369849913757,0.202058729692394,0.136138299224609,0.0695797770382948,0.00616036305566803,-0.00981970962617759,0,0.673756087806057,0.344354223864616,0.0304879827020902,-0.0485982943727633,0
08.493.364/0001-62,"Agricultura (Açúcar, Álcool e Cana)",2017,333085,17425,0,83197,611103,241358,-8895,275701,193231,333085,0.451153078940866,0.316200378659571,0.545055416190069,0.13614235243486,0.0285140148223786,0.394954696671429,-0.0145556477385973,0,0.249777083927526,0.0523139739105634,0.724613837308795,-0.0267048951468844,0
05.197.443/0001-38,Serviços Médicos,2018,2073910,588523,0,630661,4627679,66392,788334,1903279,1860821,2073910,0.411281551723877,0.402106758053011,0.448153383153845,0.136280195752558,0.127174551216711,0.0143467167882647,0.170351919396311,0,0.304092752337372,0.283774609312844,0.0320129610253097,0.380119677324474,0
33.041.260/0652-90,Comércio (Atacado e Varejo),2021,5554000,-596000,0,4849000,35558000,1598000,-297000,6199000,5206000,5554000,0.174334889476349,0.146408684402947,0.15619551155858,0.136368749648462,-0.0167613476573486,0.0449406603296023,-0.0083525507621351,0,0.873064458048253,-0.107310046813108,0.287720561757292,-0.0534749729924379,0
09.347.516/0001-81,Comunicação e Informática,2022,342183,42141,-6989,118953,871998,136668,51410,413680,296427,342183,0.474404757809078,0.339939999862385,0.392412597276599,0.136414303702531,0.0483269457040039,0.156729717269994,0.0589565572398102,-0.00801492663974,0.347629777049123,0.123153400373484,0.399400320880932,0.150241245181672,-0.0204247434852111
07.332.190/0001-93,Têxtil e Vestuário,2010,479196,104892,142269,183355,1343354,9168,39512,463381,414999,479196,0.344943328415295,0.308927505333665,0.356716100149328,0.136490455978097,0.0780821734256198,0.0068247089002601,0.0294129469968452,0.105905814848506,0.382630489403083,0.218891643502867,0.0191320461773471,0.082454778420521,0.296891042496181
92.012.467/0001-70,Comércio (Atacado e Varejo),2022,451629,170620,0,123147,902196,38791,119071,429480,382376,451629,0.476038466142612,0.423828081702867,0.500588563904074,0.136496947448226,0.189116333923006,0.0429962003821786,0.131979082150663,0,0.272672924015065,0.377787963129028,0.0858912957316736,0.263647817124233,0
61.092.037/0001-81,"Construção Civil, Mat. Constr. e Decoração",2020,491145,165816,0,118175,865696,48403,158751,464144,444867,491145,0.536151258640447,0.513883626584852,0.567341191365098,0.136508658928769,0.19154067940709,0.0559122370901564,0.183379615939083,0,0.240611224791049,0.337611092447241,0.0985513443076892,0.323226338454021,0
61.189.288/0001-89,Comércio (Atacado e Varejo),2019,1040798,509138,0,497764,3644174,146257,-112361,1333853,1005863,1040798,0.366023411615362,0.276019476567255,0.285606011128997,0.136591721471038,0.139712867717074,0.0401344721739412,-0.0308330502330569,0,0.478252264128102,0.489180417333623,0.140523905695438,-0.107956587157162,0
06.977.739/0001-34,Serviços Médicos,2015,236301,67463,0,98164,718629,13293,57381,237901,223101,236301,0.331048426935178,0.310453655502352,0.328821965158656,0.136598996144046,0.0938773692684264,0.0184977227470642,0.0798478769991192,0,0.415419316888206,0.285496041066267,0.0562545228331662,0.242830119212361,0
97.837.181/0001-47,"Construção Civil, Mat. Constr. e Decoração",2015,1802228,498076,0,686654,5026563,425754,191744,2180918,1594985,1802228,0.433878576673564,0.317311252241343,0.358540816060596,0.13660507189505,0.0990887809423656,0.0847008184319982,0.0381461447911824,0,0.381002847586432,0.276366808195189,0.236237590360376,0.106392753858002,0
13.608.583/0001-80,Petroquímicos e Borracha,2011,-2229,3859,0,19104,139806,1543,-26735,1077,-2721,-2229,0.00770353203725162,-0.0194626840049783,-0.0159435217372645,0.136646495858547,0.0276025349412758,0.0110367223152082,-0.191229274852295,0,-8.57065948855989,-1.73126962763571,-0.692238672050247,11.9941677882458,0
08.560.444/0001-93,Energia Elétrica,2017,252313,80673,0,37484,273944,9388,124768,160506,159069,252313,0.585908068802383,0.580662471161989,0.921038606430511,0.136830885144409,0.294487194463102,0.0342697777647986,0.455450749058202,0,0.148561508919477,0.319733822672633,0.0372077538612755,0.494496914546615,0
28.127.603/0001-78,Bancos,2011,397273,107731,0,194667,1422044,14590,80285,415475,397273,397273,0.292167471611286,0.279367586375668,0.279367586375668,0.136892388702459,0.0757578527809266,0.0102598794411425,0.0564574654511393,0,0.490008130429201,0.271176244043768,0.0367253752457378,0.202090250281293,0
33.041.260/0652-90,Comércio (Atacado e Varejo),2015,5641000,974000,0,2915000,21286000,1738000,14000,5721000,5490000,5641000,0.268768204453631,0.257916001127502,0.265009865639387,0.13694447054402,0.045757775063422,0.0816499107394532,0.000657709292492718,0,0.516752348874313,0.172664421201915,0.308101400460911,0.00248182946286119,0
83.475.913/0001-91,"Construção Civil, Mat. Constr. e Decoração",2010,327323,143885,0,88874,648896,62260,32304,316417,299655,327323,0.48762359453595,0.461792028306539,0.504430602130388,0.136961855212546,0.221738152184634,0.0959475786566722,0.0497830160765361,0,0.271517736303285,0.439581086571979,0.190209670570049,0.0986915065546876,0
92.702.067/0001-96,Bancos,2015,3203316,715957,0,1553793,11331979,84319,849247,3250187,3197122,3203316,0.286815480332253,0.282132714859426,0.282679309589261,0.13711576768718,0.0631802265076559,0.00744080094041826,0.0749425144540067,0,0.485057671487921,0.223504955489874,0.0263224109017031,0.265114962120503,0
61.024.352/0001-71,Bancos,2012,139849,32481,0,86345,629504,6804,14219,141295,135698,139849,0.224454491154941,0.215563364172428,0.222157444591297,0.137163544631964,0.0515977658601057,0.0108085095567304,0.022587624542497,0,0.6174159271786,0.232257649321768,0.0486524751696473,0.101673948329984,0
61.065.298/0001-02,Metalurgia e Siderurgia,2010,452289,252675,0,139932,1019809,38172,21510,454894,432034,452289,0.446058036357789,0.423642074153101,0.44350363646526,0.137213929274992,0.247766983817558,0.037430538463575,0.0210921849091349,0,0.309386255248304,0.558658291490618,0.0843973654013253,0.0475580878597534,0
56.643.018/0001-66,"Construção Civil, Mat. Constr. e Decoração",2018,489224,120733,0,219030,1596259,120491,28970,530168,405352,489224,0.332131565115686,0.253938740517673,0.306481592272933,0.137214574827769,0.075634969011921,0.0754833645417191,0.0181486838915239,0,0.447709024904747,0.2467847039393,0.246290043006884,0.0592162281490687,0
96.418.264/0218-02,Comércio (Atacado e Varejo),2022,853104,309092,0,359088,2615996,203627,-18703,908603,802285,853104,0.347325836889659,0.306684337437825,0.326110590383166,0.137266264933127,0.118154614915313,0.07783918629845,-0.00714947576372441,0,0.420919372081247,0.362314559537876,0.238689538438455,-0.021923470057578,0
11.395.624/0001-71,Farmacêutico e Higiene,2012,870732,277365,0,405213,2951671,185179,2975,902589,840047,870732,0.305789161461423,0.284600485623228,0.29499629193091,0.137282576547318,0.0939688061440452,0.0627370055809065,0.00100790365863946,0,0.465370515841843,0.318542329901738,0.212670488738211,0.00341666551820767,0
71.673.990/0001-77,Farmacêutico e Higiene,2017,5546243,1999884,0,1835645,13371204,1040463,670251,5325203,4941851,5546243,0.398259049820794,0.369589081132858,0.414790096688376,0.137283448820316,0.149566486308937,0.0778137107174492,0.0501264508416744,0,0.330970893269552,0.360583551784514,0.187597802692742,0.120847752253192,0
04.821.041/0001-08,"Máquinas, Equipamentos, Veículos e Peças",2020,332455,-27108,0,233921,1702728,265708,-140066,330875,272779,332455,0.194320525650603,0.160201159551026,0.195248448372259,0.137380133526905,-0.0159203348978815,0.156048411725185,-0.082259761981949,0,0.703617030876359,-0.0815388548826157,0.799229970973515,-0.421308146967259,0
60.872.504/0001-23,Bancos,2021,82335000,27782000,0,25528000,185739000,641000,28384000,86719000,81171000,82335000,0.466886329742273,0.437016458578974,0.443283316912442,0.137440171423341,0.149575479570796,0.00345107920253689,0.152816586715768,0,0.310050403837979,0.33742636788729,0.00778526750470638,0.344737960770025,0
01.838.723/0001-27,Alimentos,2019,14143219,3893274,0,5243091,38128568,3793593,1213261,14698964,12397686,14143219,0.385510517992703,0.325154776334637,0.370934964040611,0.137510829150468,0.102109106221875,0.0994947672831563,0.0318202613851115,0,0.37071412102153,0.275274956853882,0.268226985667124,0.0857839364574642,0
16.614.075/0001-00,"Construção Civil, Mat. Constr. e Decoração",2022,1010874,142148,0,307279,2233561,305758,255689,847052,793627,1010874,0.379238355254233,0.355319151793929,0.452584012704377,0.137573587647707,0.063641870537675,0.136892612290419,0.114475942228576,0,0.303973591169622,0.140618909972954,0.302468952609326,0.252938546248098,0
08.159.965/0001-33,"Saneamento, Serv. Água e Gás",2016,213983,43152,0,70701,513609,183984,-83854,236995,191119,213983,0.461430777108657,0.372109912404183,0.416626266284275,0.137655298096412,0.0840172193244277,0.358218021880458,-0.163264273017023,0,0.330404751779347,0.201660879602585,0.859806620152068,-0.391872251534,0
08.343.492/0001-20,"Construção Civil, Mat. Constr. e Decoração",2018,2404105,480959,0,769465,5588836,395544,758137,2249660,2185985,2404105,0.402527467257941,0.39113421828803,0.430162023004432,0.137678937080995,0.0860570966834597,0.0707739500675991,0.135652039172379,0,0.320062975618785,0.200057401818972,0.164528587561691,0.315351035000551,0
75.609.123/0001-23,Serviços Transporte e Logística,2015,501179,87160,0,148353,1076476,256781,8885,706568,455419,501179,0.656371345018375,0.423064703718429,0.465573779629086,0.137813569461837,0.0809678989591965,0.238538527565872,0.0082537836421806,0,0.296008013105098,0.173909920407679,0.512353869575541,0.0177281969116823,0
