CNPJ_CIA,SETOR_ATIV,ANO,Distribuição_do_Valor_Adicionado,Impostos_Taxas_e_Contribuições,Outros,Pessoal,Receitas,Remuneração_de_Capitais_de_Terceiros,Remuneração_de_Capitais_Próprios,Valor_Adicionado_Bruto,Valor_Adicionado_Líquido_Produzido,Valor_Adicionado_Total_a_Distribuir,VAB_Receitas,VALP_Receitas,DVA_Receitas,Pessoal_Receitas,Impostos_Receitas,Cap_Terceiros_Receitas,Cap_Proprio_Receitas,Outros_Receitas,Pessoal_DVA,Impostos_DVA,Cap_Terceiros_DVA,Cap_Proprio_DVA,Outros_DVA
09.149.503/0001-06,Energia Elétrica,2019,472874,74584,0,21546,1089083,344115,32629,608103,420980,472874,0.558362402130967,0.386545378084131,0.434194638976093,0.0197836161247582,0.068483302007285,0.315967653521357,0.0299600673226926,0,0.0455639345787673,0.157724890774287,0.72770970702555,0.069001467621396,0
10.629.105/0001-68,Petróleo e Gás,2020,584284,93518,0,37853,1904185,0,452913,1355083,534497,584284,0.711634111181424,0.280695940783065,0.306842034781284,0.0198788458054233,0.0491118247439193,0,0.237851364231942,0,0.0647852756536205,0.160055726324869,0,0.77515899802151,0
03.953.509/0001-47,Energia Elétrica,2012,1039571,238877,0,32178,1616690,433182,335334,1278441,996361,1039571,0.790776834148786,0.616296878189387,0.643024327483933,0.0199036302568829,0.147756836499267,0.26794376163643,0.207420099091353,0,0.0309531527909109,0.229784209063162,0.41669303972504,0.322569598420887,0
03.378.521/0001-75,Energia Elétrica,2018,10232687,8317934,0,394623,19661740,1354348,165782,10219763,9674820,10232687,0.519779175189988,0.492063266018165,0.520436492395892,0.0200706041276103,0.423051774664908,0.0688824081693685,0.00843170543400533,0,0.0385649438901043,0.812878767815335,0.13235506959218,0.0162012187023799,0
33.256.439/0001-39,Petróleo e Gás,2011,3381464,851376,0,1001871,49906732,673431,854786,3586461,2996216,3381464,0.0718632708709518,0.0600363093299718,0.0677556687141927,0.0200748668536341,0.0170593418138459,0.0134937907775648,0.0171276692691479,0,0.29628320751012,0.251777336680207,0.199153680181129,0.252785775628544,0
31.001.230/0001-07,Energia Elétrica,2018,39710,16351,0,856,42429,2840,19663,39194,39194,39710,0.923754978905937,0.923754978905937,0.935916472224186,0.0201748803884136,0.3853732117184,0.0669353508213722,0.463433029296,0,0.0215562830521279,0.411760261898766,0.0715185091916394,0.495164945857467,0
33.256.439/0001-39,Petróleo e Gás,2014,4967299,1370026,0,1402036,69278635,944024,1251213,5417273,4516779,4967299,0.0781954349995493,0.0651972862917983,0.0717003012544921,0.0202376389199932,0.0197755917102004,0.0136264809489968,0.0180605896753018,0,0.282253192328467,0.275809046324773,0.190047750296489,0.251890011050271,0
03.220.438/0001-73,Energia Elétrica,2019,12781758,7156100,0,501211,24640639,2408815,2715632,11692020,11061636,12781758,0.474501493244554,0.448918390468689,0.51872672620219,0.020340828011806,0.290418604809721,0.0977578138294222,0.110209479551241,0,0.0392129940185067,0.559868212181767,0.188457252906838,0.212461540892888,0
92.693.019/0001-89,Metalurgia e Siderurgia,2022,336095,89133,0,63181,3077180,128088,55693,234494,223252,336095,0.0762041869503896,0.0725508420046926,0.109221754983459,0.0205321105687675,0.0289658063551693,0.0416251243021208,0.0180987137574013,0,0.187985539802734,0.265201803061634,0.381106532379238,0.165706124756393,0
03.953.509/0001-47,Energia Elétrica,2011,1478919,203309,0,38595,1870770,513963,723052,1620681,1366150,1478919,0.866317612533876,0.730260801701973,0.790540258823907,0.0206305425038888,0.108676641169144,0.274733398547122,0.386499676603751,0,0.0260967639201336,0.137471355767287,0.347526132262822,0.488905748049758,0
03.378.521/0001-75,Energia Elétrica,2011,4864881,3640820,0,209790,10167617,703624,310647,5053518,4688964,4864881,0.49702088503137,0.461166466046075,0.47846816023853,0.0206331532747545,0.358079970950912,0.0692024493054764,0.0305525867073868,0,0.0431233569741994,0.748388295623264,0.144633342521636,0.0638550048809005,0
33.256.439/0001-39,Petróleo e Gás,2010,3237675,1021530,0,912547,44048757,538412,765186,3466194,2925783,3237675,0.07868993896922,0.0664214656499842,0.0735020740766873,0.0207167480344565,0.023190892764579,0.0122230917889465,0.0173713414887053,0,0.281852563954072,0.315513447149575,0.1662958758986,0.236338112997753,0
03.983.431/0001-03,Energia Elétrica,2015,9005639,6012864,10264,363659,17549599,1222744,1396108,9050152,8581596,9005639,0.515689959639534,0.488991002016627,0.513153548408713,0.0207217840134125,0.342621161885237,0.0696736147646451,0.079552131077183,0.000584856668234984,0.0403812544562357,0.66767766285102,0.135775373629789,0.155025978722887,0.00113973034006804
42.150.391/0001-70,Petroquímicos e Borracha,2014,5652263,902864,0,1095545,52761200,2927553,726301,7348764,5292402,5652263,0.139283488624216,0.100308597984883,0.10712915930646,0.0207642168866516,0.0171122718967726,0.0554868539760278,0.013765816547008,0,0.193824137341097,0.159734959254373,0.517943521028657,0.128497382375873,0
08.773.135/0001-00,Energia Elétrica,2021,21973,52462,0,31038,1490993,40828,-102355,8161,6988,21973,0.00547353341028429,0.00468680939481272,0.014737158390415,0.020816999140841,0.0351859465470327,0.0273830930125091,-0.0686488803099679,0,1.41255176807901,2.38756655895872,1.85809857552451,-4.65821690256224,0
03.378.521/0001-75,Energia Elétrica,2017,9111367,7567611,0,380311,18260761,1039224,124221,9729789,9210470,9111367,0.532824946342598,0.504385879646527,0.498958778333499,0.0208266785814677,0.414419256678295,0.0569102240591178,0.00680261901461828,0,0.0417402789285077,0.830568124409872,0.114057967371965,0.0136336292896554,0
03.378.521/0001-75,Energia Elétrica,2015,9327182,7199286,0,371449,17575180,1718611,37836,8814040,8354639,9327182,0.501504963249309,0.475365771502767,0.530701933066973,0.0211348617766646,0.40962800949976,0.0977862531137661,0.00215280867678169,0,0.039824354236896,0.771860782817361,0.184258332259411,0.00405653068633163,0
15.912.764/0001-20,Comércio (Atacado e Varejo),2016,982474,384258,0,36160,1710167,13783,548273,751915,743441,982474,0.439673435401338,0.434718363762136,0.57449009365752,0.0211441338769839,0.224690337259461,0.00805944682595326,0.320596175695122,0,0.0368050452225708,0.391112640130935,0.0140288699751851,0.558053444671309,0
03.378.521/0001-75,Energia Elétrica,2019,11480791,8509165,0,423188,20006677,1220635,1327803,10204946,9617759,11480791,0.510077010789948,0.480727459137767,0.57384797085493,0.0211523382918613,0.425316258167211,0.0610113813503362,0.0663679930455218,0,0.0368605264219164,0.741165395311177,0.106319764901216,0.115654313365691,0
08.935.054/0001-50,Energia Elétrica,2018,62417,64862,0,4058,190660,210793,-217296,75021,23179,62417,0.393480541277667,0.121572432602539,0.327373334731984,0.0212839609776566,0.340197209692647,1.10559634952271,-1.13970418546103,0,0.0650143390422481,1.03917202044315,3.37717288559207,-3.48135924507746,0
03.983.431/0001-03,Energia Elétrica,2018,8208260,5468424,15830,432566,20216880,892520,1398920,8309285,7684942,8208260,0.411007286979989,0.380125024237172,0.406010225118812,0.0213962787532003,0.270488027826252,0.0441472670362588,0.0691956424532371,0.000783009049863283,0.0526988667512969,0.666209891012224,0.108734372449216,0.170428324638839,0.00192854514842366
09.149.503/0001-06,Energia Elétrica,2021,1286343,206507,0,38231,1770685,743132,298473,1646355,1244331,1286343,0.929784236044243,0.702739900095161,0.726466311060409,0.0215910791586307,0.116625486746655,0.419686166653018,0.168563578502105,0,0.0297206888053964,0.160538052447909,0.577709055827256,0.232032202919439,0
43.185.362/0001-07,"Máquinas, Equipamentos, Veículos e Peças",2021,68601,104520,0,3085,142173,15157,-54161,68486,65877,68601,0.481708903940973,0.463358021565276,0.482517777637104,0.0216989161092472,0.735160684518157,0.106609553150036,-0.380951376140336,0,0.0449701899389222,1.52359295054008,0.220944301103482,-0.789507441582484,0
02.762.115/0001-49,Extração Mineral,2011,355576,-77528,0,41559,1907081,393698,-2153,237967,232047,355576,0.124780751315754,0.12167653078186,0.186450391986497,0.0217919427648852,-0.0406527043161774,0.206440104012362,-0.00112895047457344,0,0.116877967016897,-0.218034962989628,1.10721196031228,-0.00605496433955048,0
02.474.103/0001-19,Energia Elétrica,2018,5490284,1551385,1300097,280961,12878791,738101,1619740,5996742,5336570,5490284,0.465629265976907,0.414368864282369,0.426304301389781,0.0218157900069968,0.120460453158996,0.0573113578751297,0.125768016578575,0.100948683770084,0.0511742197671377,0.282569171285128,0.134437672076709,0.295019346904459,0.236799589966566
03.378.521/0001-75,Energia Elétrica,2020,10697330,7622380,0,432879,19720825,1950149,691922,10219803,9628894,10697330,0.518223907975452,0.488260202096008,0.54243826006265,0.0219503494402491,0.386514255869113,0.0988878000793577,0.0350858546739297,0,0.0404660789187582,0.712549767091414,0.182302406301385,0.0646817476884419,0
33.256.439/0001-39,Petróleo e Gás,2015,6077704,1603455,0,1704536,77603038,1256741,1512972,6558351,5543558,6077704,0.0845115238916291,0.0714348064569328,0.0783178617311348,0.0219648101920958,0.020662270979649,0.0161944819737598,0.0194962985856301,0,0.280457225294289,0.263825780261757,0.206778908614174,0.24893808582978,0
03.983.431/0001-03,Energia Elétrica,2020,8628656,5329278,26784,464631,21148745,1120827,1687136,8748441,8078071,8628656,0.413662418266427,0.381964556289274,0.407998488799217,0.0219696724320994,0.251990271763171,0.0529973291559381,0.0797747573201152,0.00126645812789364,0.053847435799967,0.617625502743417,0.129895895722347,0.195527090198056,0.00310407553621329
25.369.840/0001-57,Energia Elétrica,2021,21826,76023,0,83855,3807409,122082,-260134,34100,18261,21826,0.00895622193465425,0.00479617503661939,0.00573250732978779,0.0220241639393089,0.0199671219981883,0.0320643251092804,-0.0683231037169897,0,3.84197745807752,3.48313937505727,5.59342069091909,-11.9185375240539,0
02.558.154/0001-29,Telecomunicações,2010,5842482,2808885,0,239399,10807290,966917,1827281,6268123,5290350,5842482,0.579990265829824,0.489516798383313,0.540605646744003,0.0221516217294067,0.259906507551847,0.0894689603036469,0.169078557159103,0,0.0409755648369991,0.480769132023,0.165497642953799,0.312757660186202,0
07.820.907/0001-46,"Construção Civil, Mat. Constr. e Decoração",2010,104059,25189,0,10150,457304,23561,45159,98454,97797,104059,0.215292234487343,0.21385555341742,0.227548851529836,0.0221953011563424,0.0550815212637545,0.0515215261620279,0.0987505029477109,0,0.0975408181896809,0.24206459796846,0.226419627326805,0.433974956515054,0
07.700.557/0001-84,"Construção Civil, Mat. Constr. e Decoração",2011,935665,234857,0,85266,3833791,288711,326831,839994,826026,935665,0.219102710606812,0.215459319509071,0.244057383409789,0.0222406490077315,0.06125972959924,0.0753069220518281,0.0852500827509898,0,0.0911287693779291,0.251005434637397,0.308562359391449,0.349303436593225,0
33.256.439/0001-39,Petróleo e Gás,2016,6389679,1574291,0,1771287,79314977,1473483,1570618,6860777,5744658,6389679,0.0865003970183336,0.0724284141190635,0.0805608126192863,0.0223323143622673,0.0198485968167147,0.0185776136580106,0.0198022877822936,0,0.277210639219904,0.246380295473372,0.230603603091799,0.245805462214925,0
03.220.438/0001-73,Energia Elétrica,2020,12022779,6493245,0,518587,23173097,1563294,3447653,11652314,10939160,12022779,0.502838010819184,0.472062927108966,0.518824868337624,0.0223788387024833,0.28020618046867,0.0674615913444802,0.148778257821991,0,0.043133704778238,0.540078545900245,0.130027674965996,0.286760074355521,0
01.917.818/0001-36,Energia Elétrica,2017,265904,191292,0,24545,1094749,123387,-73320,482277,427711,265904,0.440536597886822,0.390693209128302,0.242890379438574,0.0224206644628129,0.174735944038314,0.112708027136814,-0.0669742561993662,0,0.0923077501654733,0.719402491124616,0.464028371141465,-0.275738612431554,0
33.256.439/0001-39,Petróleo e Gás,2019,6181090,2798355,0,2098706,93304519,881085,402944,6751215,5591592,6181090,0.0723567847769517,0.0599284156858469,0.0662464162105589,0.0224930798903749,0.0299916341672583,0.00944311175324745,0.00431859039967828,0,0.339536554232344,0.452728402272091,0.142545246873933,0.0651897966216315,0
62.307.848/0001-15,Bancos,2022,337318,110959,0,42335,1866883,489,183535,338911,337318,337318,0.181538425278927,0.18068513131246,0.18068513131246,0.0226768362023758,0.0594354332863923,0.00026193392944282,0.0983109278942494,0,0.125504716617554,0.328944793933321,0.00144967063720288,0.544100818811922,0
42.150.391/0001-70,Petroquímicos e Borracha,2018,16161996,4925801,0,1565468,68923212,6763517,2907210,17295592,14305015,16161996,0.250940017130949,0.20755003408721,0.234492785971727,0.0227132188790041,0.0714679548016422,0.0981311927250285,0.0421804195660527,0,0.0968610560230308,0.304776773858872,0.418482778983487,0.17987939113461,0
42.150.391/0001-70,Petroquímicos e Borracha,2015,10496192,1968053,0,1209732,53115698,4419627,2898780,10907619,8792690,10496192,0.205355844142348,0.165538444020824,0.197609979633516,0.0227754137769215,0.037052191237325,0.0832075481715406,0.0545748264477293,0,0.115254370346884,0.187501619635007,0.421069565038444,0.276174444979665,0
02.365.069/0001-44,Telecomunicações,2011,289120,221375,0,36488,1598802,53490,-22233,260123,249992,289120,0.162698695648367,0.156362076104483,0.180835400506129,0.0228220880384188,0.138463049208095,0.0334563004049282,-0.0139060371453126,0,0.126203652462645,0.765685528500277,0.185009684560044,-0.0768988655229662,0
33.376.989/0001-91,Seguradoras e Corretoras,2020,-1489976,-266861,111604,186544,8156748,0,-1521263,-196780,-241611,-1489976,-0.0241248105249788,-0.0296209960145882,-0.182667896568583,0.022869898640978,-0.032716592445911,0,-0.186503616392219,0.0136824136285686,-0.125199332069778,0.179104227182183,0,1.02099832480523,-0.0749032199176363
02.502.844/0001-66,Serviços Transporte e Logística,2011,551450,70925,0,22145,967229,356789,101591,602274,538349,551450,0.622679841071763,0.556588977377643,0.570133856615135,0.0228953019398715,0.0733280329684077,0.368877484029118,0.105033037677737,0,0.0401577658899266,0.128615468310817,0.647001541390879,0.184225224408378,0
33.256.439/0001-39,Petróleo e Gás,2020,6481173,2959368,0,1965227,85704851,628881,927697,7168997,5886151,6481173,0.0836475055536821,0.0686793213140292,0.0756220088405498,0.0229301722956149,0.0345297607483152,0.00733775267866693,0.0108243231179528,0,0.303220883009912,0.456609937738122,0.0970319724531346,0.143137206798831,0
67.620.377/0001-14,Alimentos,2018,120024,-472881,0,368965,16058321,1488722,-1264782,255798,34066,120024,0.0159293116634049,0.00212139239214361,0.00747425587021208,0.0229765614973072,-0.0294477237066067,0.092707201456491,-0.0787617833769794,0,3.07409351463041,-3.93988702259548,12.4035359594748,-10.5377424515097,0
33.376.989/0001-91,Seguradoras e Corretoras,2022,793847,-458620,1720247,162561,7034656,0,-630341,-290582,-340106,793847,-0.041307208198951,-0.0483472112922082,0.11284801986053,0.0231085926589729,-0.0651943748208868,0,-0.0896050922745903,0.244538894297035,0.204776235219129,-0.577718376462971,0,-0.79403335907297,2.16697550031681
49.263.189/0001-02,"Construção Civil, Mat. Constr. e Decoração",2015,242450,69576,0,30773,1326060,73228,68873,192623,187531,242450,0.145259641343529,0.141419694433133,0.182834864184124,0.023206340587907,0.0524682141079589,0.055222237304496,0.0519380721837624,0,0.12692513920396,0.286970509383378,0.302033408950299,0.284070942462363,0
92.693.019/0001-89,Metalurgia e Siderurgia,2020,403211,146865,0,46619,2004771,27233,182494,345136,335358,403211,0.172157318716202,0.167279953670519,0.201125714607803,0.0232540275173573,0.0732577436525169,0.013584095141041,0.0910298482968878,0,0.115619365543103,0.364238574840468,0.0675403200805534,0.452601739535876,0
03.983.431/0001-03,Energia Elétrica,2017,6865646,4743870,13835,411598,17648375,964629,731714,7050788,6457809,6865646,0.399514856183643,0.365915218823263,0.389024258607379,0.0233221472231863,0.268799252055784,0.0546582334067584,0.0414607010560462,0.000783924865603774,0.0599503673798503,0.690957558837144,0.140500835609643,0.106576132821296,0.00201510535206738
02.558.115/0001-21,Telecomunicações,2011,10592975,7371006,0,519302,22239785,1421439,1281228,12288732,9718965,10592975,0.55255624098884,0.437008046615559,0.476307437324596,0.0233501358039208,0.331433329953504,0.0639142419767098,0.0576097295904614,0,0.0490232441783352,0.69583908203314,0.134186949369747,0.120950724418778,0
33.256.439/0001-39,Petróleo e Gás,2018,6651426,2312328,0,2187994,93548685,1018784,1132320,6670090,5841880,6651426,0.0713007350130042,0.0624474838956849,0.0711012239242059,0.0233888268979943,0.0247179102517582,0.0108904149748337,0.0121040717996196,0,0.328951115144331,0.347643948831424,0.153167756808841,0.170237179215404,0
45.453.214/0001-51,Comércio (Atacado e Varejo),2010,415759,280564,0,73607,3142879,27206,34382,407032,401554,415759,0.129509281139999,0.127766293261688,0.132286034556214,0.0234202462137422,0.0892697428058796,0.00865639434416661,0.0109396511924258,0,0.177042469315156,0.674823635808245,0.0654369478471903,0.0826969470294089,0
08.811.643/0001-27,"Construção Civil, Mat. Constr. e Decoração",2018,133036,27520,0,13193,561466,15325,76998,121698,120242,133036,0.216750435467152,0.21415722412399,0.236944000170981,0.0234974156939156,0.0490145440685634,0.0272946180178319,0.13713742239067,0,0.0991686460807601,0.206861300700562,0.11519438347515,0.578775669743528,0
33.256.439/0001-39,Petróleo e Gás,2017,6958432,2201546,0,1924541,81797997,1258477,1573868,7404717,6215632,6958432,0.0905244293451342,0.0759875819453134,0.085068488901996,0.0235279722069478,0.0269144243226396,0.0153851811310245,0.0192409112413841,0,0.276576820755021,0.316385358080671,0.180856405581027,0.226181415583281,0
92.693.019/0001-89,Metalurgia e Siderurgia,2010,85685,32415,0,12348,520390,20955,19967,60083,58629,85685,0.115457637541075,0.112663579238648,0.164655354637868,0.0237283575779704,0.0622898210957167,0.0402678760160649,0.0383692999481158,0,0.144109237322752,0.378304253953434,0.244558557507148,0.233027951216666,0
15.912.764/0001-20,Comércio (Atacado e Varejo),2015,688342,262138,0,31983,1344327,24299,369922,527803,524968,688342,0.392615040834559,0.390506178928192,0.512034646332328,0.0237910865436758,0.194995711608857,0.0180752153307938,0.275172632849002,0,0.046463821763019,0.380825229319147,0.0353007661889003,0.537410182728934,0
03.220.438/0001-73,Energia Elétrica,2022,19508214,10611677,0,873855,36698201,6100679,1922003,17612148,16402432,19508214,0.47991856603543,0.446954661347023,0.531585022382977,0.0238119301815367,0.289160686650553,0.166239184313149,0.0523732212377386,0,0.0447942082242895,0.543959431652739,0.312723604528841,0.0985227555941308,0
07.802.794/0001-56,Energia Elétrica,2022,225982,24431,10995,7541,316202,113241,69774,233438,192794,225982,0.738255925009962,0.609717838596846,0.714676061504987,0.0238486790089879,0.0772639009240928,0.358128664587827,0.22066274090613,0.0347720760779502,0.0333699144179625,0.108110380472781,0.501106282801285,0.308759104707455,0.0486543176005169
03.378.521/0001-75,Energia Elétrica,2016,8674344,7552438,0,403727,16894444,1031116,-312937,9358147,8863240,8674344,0.55391861371703,0.524624545205512,0.513443591277701,0.0238970279223158,0.447036789136121,0.0610328460646589,-0.0185230718453949,0,0.0465426549834777,0.87066387959712,0.118869622878687,-0.0360761574592845,0
08.811.643/0001-27,"Construção Civil, Mat. Constr. e Decoração",2017,88182,23197,0,10873,454901,18664,35448,79558,78501,88182,0.174890800415915,0.172567217922141,0.19384877149094,0.0239019039307454,0.0509935128742298,0.0410287073451146,0.07792464734085,0,0.123301807625139,0.263058220498514,0.21165317184913,0.401986800027216,0
03.378.521/0001-75,Energia Elétrica,2022,7774852,8768694,0,498256,20727781,4180105,-5672203,7883269,7152502,7774852,0.38032382723457,0.34506838913437,0.375093310760086,0.0240380772066243,0.423040652542595,0.201666787197337,-0.27365220618647,0,0.0640855928833115,1.12782777086946,0.537644317859684,-0.72955768161246,0
03.378.521/0001-75,Energia Elétrica,2010,5084931,3746405,0,231752,9582206,531624,575150,5264170,4911708,5084931,0.549369320592774,0.512586350157782,0.530663920187063,0.0241856624664508,0.3909752096751,0.0554803351128122,0.0600227129327005,0,0.0455762329911655,0.736766142942746,0.104548911283162,0.113108712782927,0
01.971.614/0001-83,Têxtil e Vestuário,2017,57277,1132,0,874,36122,9115,46156,35554,35060,57277,0.98427551076906,0.970599634571729,1.58565417197276,0.0241957809645092,0.0313382426222247,0.252339294612701,1.27778085377332,0,0.0152591790771165,0.0197636049374094,0.159138921382056,0.805838294603418,0
42.150.391/0001-70,Petroquímicos e Borracha,2016,10556825,3018046,26859,1267513,52368479,7000463,-756056,12519518,9836418,10556825,0.239065908330085,0.187830889646423,0.201587390002295,0.0242037390469179,0.057630965375183,0.133677034996567,-0.014437234275985,0.000512884859611829,0.120065739462386,0.285885765843424,0.663122008747895,-0.0716177449185716,0.00254423086486704
12.648.327/0001-53,Serviços Transporte e Logística,2015,82986,13533,0,24966,1028783,104551,-60064,49446,10557,82986,0.0480626137873585,0.0102616392378179,0.0806642411470641,0.0242675083083605,0.013154377550951,0.10162590167217,-0.0583835463844173,0,0.300845925818813,0.163075699515581,1.25986310944015,-0.72378473477454,0
56.806.656/0001-50,Petroquímicos e Borracha,2013,167227,35238,0,52539,2161935,91195,-11745,219327,183642,167227,0.10144939602717,0.0849433493606422,0.077350614148899,0.0243018407121398,0.0162992874438871,0.0421821192589046,-0.00543263326603251,0,0.314177734456756,0.210719560836468,0.545336578423341,-0.0702338737165649,0
44.689.123/0001-57,"Agricultura (Açúcar, Álcool e Cana)",2012,192379,10851,0,794,32640,23211,157523,-3151,-3189,192379,-0.0965379901960784,-0.0977022058823529,5.89396446078431,0.0243259803921569,0.332444852941176,0.711121323529412,4.82607230392157,0,0.00412726960842919,0.0564042852910141,0.120652462067066,0.818815983033491,0
45.453.214/0001-51,Comércio (Atacado e Varejo),2011,403485,258165,0,82138,3374868,35990,27192,395472,389027,403485,0.11718147198646,0.115271767666172,0.119555787070783,0.0243381370767686,0.0764963251896074,0.0106641207893168,0.00805720401509037,0,0.203571384314163,0.639837912190044,0.0891978636132694,0.0673928398825235,0
03.983.431/0001-03,Energia Elétrica,2022,10229718,6277405,31083,583753,23979533,2155833,1181644,11322428,9261967,10229718,0.472170496397907,0.386244677909282,0.426602052675505,0.0243438018580262,0.2617817869931,0.0899030435663614,0.049277189843522,0.00129623041449556,0.0570644273869524,0.613643992923363,0.210742172951395,0.115510906556759,0.00303850018152993
07.628.528/0001-59,"Agricultura (Açúcar, Álcool e Cana)",2021,1294942,3068,75441,29603,1214822,944625,242205,555312,445308,1294942,0.45711388170448,0.366562344112965,1.06595204894215,0.0243681790418679,0.00252547286762999,0.777583053319746,0.199374887843651,0.0621004558692549,0.0228604833266664,0.0023692180808098,0.729472825809959,0.187039265079054,0.058258207703511
05.878.397/0001-32,Comércio (Atacado e Varejo),2012,519049,116689,0,24236,993281,68329,309795,464521,462731,519049,0.467663229237245,0.465861120871133,0.522560081185485,0.024399943218485,0.11747833694594,0.068791208127408,0.311890592893652,0,0.0466930867798609,0.22481307159825,0.13164267728095,0.596851164340939,0
42.150.391/0001-70,Petroquímicos e Borracha,2017,14577347,4232072,8876,1421214,58000752,4790740,4124445,16853675,13924820,14577347,0.290576835969299,0.240079990687017,0.251330310338045,0.0245033719562808,0.0729658125811886,0.0825978945928149,0.0711101987091478,0.000153032498613121,0.0974946950223521,0.290318396070286,0.328642790762956,0.282935228200303,0.000608889944102998
02.558.115/0001-21,Telecomunicações,2012,11689684,8056331,0,602532,24467812,1581933,1448888,13347469,10658881,11689684,0.545511343637919,0.435628694547759,0.477757635214787,0.0246254957329245,0.329262420358633,0.0646536355600574,0.0592160835631727,0,0.051543908286999,0.689182958239076,0.135327268042489,0.123945865431435,0
09.149.503/0001-06,Energia Elétrica,2016,98802,23911,0,5167,209505,43123,26601,115367,85834,98802,0.550664661941242,0.409699052528579,0.471597336579079,0.0246628958736068,0.114130927662824,0.205832796353309,0.126970716689339,0,0.0522965122163519,0.242009271067387,0.436458776138135,0.269235440578126,0
03.953.509/0001-47,Energia Elétrica,2021,2991015,411413,0,121491,4908260,449690,2008421,3054352,2339709,2991015,0.622288142844919,0.476688072758982,0.609383977213921,0.0247523562321474,0.0838205392542367,0.0916190258869742,0.409192055840563,0,0.0406186528653317,0.137549627801933,0.150346955799286,0.671484763533449,0
08.262.121/0001-13,Metalurgia e Siderurgia,2022,633492,56309,0,95854,3860117,347015,134314,532114,496.97,633492,0.137849189545291,0.000128744802294853,0.164112124062561,0.0248318898105938,0.0145873816778092,0.0898975341939117,0.034795318380246,0,0.151310513787072,0.0888866789162294,0.547781187449881,0.212021619846817,0
08.364.948/0001-38,Energia Elétrica,2020,4545815,1476126,0,171154,6851546,843030,2055505,4603570,4467698,4545815,0.671902370647442,0.652071517873484,0.663472886265377,0.0249803475011333,0.215444222369667,0.123042303153186,0.300006013241391,0,0.0376508942840833,0.324721969547815,0.185451893664832,0.45217524250327,0
08.364.948/0001-38,Energia Elétrica,2010,840804,164604,0,35460,1409853,192266,448474,790310,785307,840804,0.560561987668218,0.55701339075776,0.596377069098693,0.025151558353956,0.11675259761124,0.136373082867505,0.318099830265992,0,0.0421739192487191,0.195769763226626,0.228669226121665,0.53338709140299,0
49.263.189/0001-02,"Construção Civil, Mat. Constr. e Decoração",2016,77181,48281,0,22700,902254,109407,-103207,-4555,-8511,77181,-0.00504846750471597,-0.00943304213669321,0.0855424304020819,0.0251592123725691,0.0535115388792956,0.121259645288356,-0.114387966138138,0,0.294113836306863,0.625555512367033,1.41753799510242,-1.33720734377632,0
05.730.375/0001-20,Comércio (Atacado e Varejo),2017,497937,7265,343478,25572,1015233,7055,114567,396228,389297,497937,0.390282821775888,0.383455817531542,0.490465735451862,0.0251883065266791,0.00715599276225261,0.00694914369410766,0.11284798661982,0.338324305849002,0.0513558944203785,0.0145901991617413,0.0141684590620902,0.230083323793974,0.689802123561816
42.150.391/0001-70,Petroquímicos e Borracha,2010,6328940,1781323,0,786511,31217214,1871621,1889485,6572223,4965869,6328940,0.21053201608574,0.159074701541271,0.202738783800502,0.0251947851592394,0.0570622029243225,0.0599547736707062,0.0605270220462338,0,0.124272152998764,0.281456768431997,0.295724244502239,0.298546834067,0
13.584.310/0001-42,"Construção Civil, Mat. Constr. e Decoração",2016,11121,1692,0,1074,42568,884,7471,10868,10831,11121,0.25530915241496,0.254439954895696,0.261252584100733,0.0252302198834805,0.0397481676376621,0.0207667731629393,0.175507423416651,0,0.0965740490963043,0.152144591313731,0.0794892545634385,0.671792105026526,0
09.149.503/0001-06,Energia Elétrica,2017,300467,53469,0,14991,593845,118891,113116,338256,278615,300467,0.569603179280789,0.469171248389731,0.505968729213852,0.0252439609662454,0.0900386464481472,0.20020544081368,0.190480680985779,0,0.0498923342663254,0.177952986517654,0.3956873799785,0.37646729923752,0
02.474.103/0001-19,Energia Elétrica,2020,7444141,1931590,1873277,361756,14280607,1260763,2016755,7617261,6702286,7444141,0.533398965464143,0.469327809385133,0.521276231465511,0.0253319764348952,0.13525965667986,0.0882849727606116,0.141223338755839,0.131176286834306,0.0485960703860929,0.259477890061459,0.169363127323891,0.270918431018434,0.251644481210122
05.878.397/0001-32,Comércio (Atacado e Varejo),2013,668554,179317,0,26501,1044897,94239,368497,616045,613715,668554,0.589574857617545,0.587344972758081,0.639827657654295,0.0253623084380566,0.171612130190823,0.0901897507601228,0.352663468265293,0,0.0396392811949371,0.268216179994436,0.140959443814561,0.551185094996066,0
45.453.214/0001-51,Comércio (Atacado e Varejo),2012,458796,283345,0,98533,3876811,34634,42284,451763,443903,458796,0.116529539355929,0.114502099792845,0.11834365926015,0.0254159926805821,0.0730871326974671,0.00893363127580891,0.0109069026062916,0,0.214764296114177,0.617583849902789,0.0754888883076574,0.0921629656753764,0
08.439.659/0001-50,Energia Elétrica,2021,2221795,273970,0,104614,4113853,357790,1485421,2804716,2133693,2221795,0.681773510137577,0.518660486896348,0.540076419842906,0.0254296884210496,0.066596934795677,0.0869719943809368,0.361077802245243,0,0.0470853521589526,0.123310206387178,0.161036459259293,0.668567982194577,0
