ANO,CNPJ_CIA,SETOR_ATIV,Receitas,VAB,VALP,VATD,Distribuição,Pessoal,Governo,RCT,RCP,Outros,Dist_Relat
2023,61.022.042/0001-18,Construção Civil Mat. Constr. e Decoração,101684,37528,36824,54583,54583,26783,8852,9270,9678,0,0.713680451929226
2012,09.601.322/0001-60,Telecomunicações,3945615,3407353,3201331,3240845,3240845,2430243,475784,294629,40189,0,0.713234877630818
2013,07.450.604/0001-89,Bancos,1890858,284976,262821,262055,262055,203200,10368,32255,16232,0,0.713042501824715
2012,50.926.955/0001-42,Têxtil e Vestuário,1711436,834210,723929,751055,751055,594697,311287,153028,-307957,0,0.712886443461479
2012,04.032.433/0001-80,Comunicação e Informática,3945615,3408042,3202020,3240451,3240451,2429361,475376,285347,50367,0,0.712831884114104
2011,09.149.503/0001-06,Energia Elétrica,18202,10149,6872,12086,12086,7231,782,7715,-3642,0,0.712483988570303
2013,04.065.791/0001-99,Comunicação e Informática,56702.54,47457.67,46643.87,50473.53,50473.53,33803.89,7245.28,3093.37,6330.99,0,0.712295609961467
2020,45.987.245/0001-92,Educação,251615,179782,151322,151583,151583,127851,41907,27523,-45698,0,0.711144608470258
2020,33.113.309/0001-47,Gráficas e Editoras,2033419,804117,651958,741105,741105,571571,183919,187264,-201649,0,0.71080576582761
2014,33.386.210/0001-19,Construção Civil Mat. Constr. e Decoração,180036,123058,121976,128642,128642,87409,24851,1581,13112,1689,0.710307334752718
2009,08.648.295/0001-19,Sem Setor Principal,314606,275633,274271,275719,275719,195554,72749,14642,-7226,0,0.709472378125986
2018,88.611.835/0001-29,Máquinas Equipamentos Veículos e Peças,4649415,1127218,1066413,1366547,1366547,799593,61588,314419,190947,0,0.709350808805395
2011,82.640.558/0001-04,Têxtil e Vestuário,421021,148773,142999,162235,162235,105480,75503,50691,-69439,0,0.708999616865964
2017,61.374.161/0001-30,Metalurgia e Siderurgia,121785,54583,51486,54660,54660,38650,9879,5668,463,0,0.708095927303373
2023,17.167.412/0001-13,Bancos,2048254,231122,228352,228352,228352,163493,34591,7224,23044,0,0.707388305743287
2015,06.977.751/0001-49,Sem Setor Principal,221721,50035,49483,148736,148736,35384,-55504,938628,-769772,0,0.707184970520636
2020,04.821.041/0001-08,Máquinas Equipamentos Veículos e Peças,1702728,330875,272779,332455,332455,233921,-27108,265708,-140066,0,0.706976955043445
2015,82.636.986/0001-55,Têxtil e Vestuário,201287,84526,77527,119131,119131,59653,16769,173159,-130450,0,0.705735513333176
2013,89.723.993/0001-33,Construção Civil Mat. Constr. e Decoração,161876,45974,37250,100024,100024,32424,33532,55836,-21768,0,0.705268195066777
2015,19.526.748/0001-50,Têxtil e Vestuário,210306,69497,61681,91097,91097,48977,11882,33775,-3537,0,0.704735456206743
2019,33.041.260/0652-90,Comércio (Atacado e Varejo),29283000,5745000,4862000,5101000,5101000,4042000,1285000,1207000,-1433000,0,0.703568320278503
2017,89.463.822/0001-12,Máquinas Equipamentos Veículos e Peças,263422,81119,57570,352136,352136,57053,-20089,319274,-4102,0,0.703324745127529
2014,88.611.835/0001-29,Máquinas Equipamentos Veículos e Peças,3836431,1092792,1051617,1327176,1327176,768324,78685,256097,224070,0,0.703083477917115
2011,02.201.787/0001-85,Educação,18547.23,14246.68,13971.68,14319.4,14319.4,9998.3,3880.9,8463.63,-8023.43,0,0.701798594479556
2014,01.938.783/0001-11,Sem Setor Principal,276037,174629,167268,208413,208413,122498,53521,15374,17020,0,0.701475699912386
2019,18.593.815/0001-97,Construção Civil Mat. Constr. e Decoração,381718,301967,282263,287748,287748,211783,63839,22924,-10798,0,0.701344848940447
2016,04.032.433/0001-80,Comunicação e Informática,2871482,2202361,2037417,2125930,2125930,1543544,294535,361786,-73935,0,0.700858760212336
2013,11.395.624/0001-71,Farmacêutico e Higiene,3403772,758949,686829,699693,699693,531537,110218,209317,-151379,0,0.700359312681089
2023,36.542.025/0001-64,Comunicação e Informática,733301,698181,684808,699453,699453,488969,126295,14472,69717,0,0.700347044677526
2020,61.156.113/0001-75,Máquinas Equipamentos Veículos e Peças,9292798,2772524,2215663,2247151,2247151,1941405,444609,281051,-419914,0,0.700230187367179
2021,88.611.835/0001-29,Máquinas Equipamentos Veículos e Peças,4227702,759851,654381,1169853,1169853,530842,-73211,353850,358372,0,0.698613280761623
2020,82.636.986/0001-55,Têxtil e Vestuário,191245,64723,58316,69764,69764,45193,9750,130604,-115783,0,0.698252553188202
2020,86.550.951/0001-50,Agricultura (Açúcar Álcool e Cana),13153,8251,7616,20090,20090,5755,100,12076,2159,0,0.697491213186281
2016,12.049.631/0001-84,Construção Civil Mat. Constr. e Decoração,602816,189373,173548,203254,203254,132001,57710,133069,-119526,0,0.697042345001663
2015,02.105.040/0001-23,Securitização de Recebíveis,17986,13374,12938,18675,18675,9322,3169,0,6184,0,0.697024076566472
2022,10.571.175/0001-02,Construção Civil Mat. Constr. e Decoração,216728,66866,65442,89568,89568,46595,33444,16582,-7053,0,0.696841444082194
2013,02.302.101/0001-42,Energia Elétrica,264686,130827,152869,191746,191746,91094,57655,-19367,62364,0,0.696293578542656
2021,36.542.025/0001-64,Comunicação e Informática,702709,667008,659772,664488,664488,464226,131912,28089,40261,0,0.695982656879678
2019,88.611.835/0001-29,Máquinas Equipamentos Veículos e Peças,4849597,1236207,1149764,1431602,1431602,860086,81859,277628,212029,0,0.695745938989182
2016,33.228.024/0001-51,Máquinas Equipamentos Veículos e Peças,476994,112781,108370,120390,120390,78453,56571,4378,-19012,0,0.695622489603745
2015,56.720.428/0001-63,Máquinas Equipamentos Veículos e Peças,672145,291944,257499,289354,289354,203063,53397,25548,7346,0,0.695554626914751
2022,00.000.208/0001-00,Bancos,1769378,1456135,1299969,1299969,1299969,1012055,192952,4060,90902,0,0.695028276911138
2012,61.565.222/0001-46,Têxtil e Vestuário,231.45,75.26,55.25,58.18,58.18,52.23,16.1,20.51,-30.66,0,0.69399415360085
2023,30.540.991/0001-66,Metalurgia e Siderurgia,39770.53,13578.51,12355.45,20487.98,20487.98,9415.65,8491.18,96.79,2484.36,0,0.693422916063692
2020,17.245.234/0001-00,Têxtil e Vestuário,715477,166526,148687,167195,167195,115467,31131,66517,-45920,0,0.693387218812678
2023,08.613.550/0001-98,Construção Civil Mat. Constr. e Decoração,144982,62370,50942,49631,49631,43228,28513,28555,-50665,0,0.69308962642296
2012,02.762.113/0001-50,Crédito Imobiliário,227147,114290,111615,111615,111615,79082,36901,11943,-16311,0,0.691941552191793
2010,61.022.042/0001-18,Construção Civil Mat. Constr. e Decoração,9152,3550,3525,5257,5257,2456,830,6669,-4698,0,0.691830985915493
2013,90.076.886/0001-40,Alimentos,239679,91111,84220,96403,96403,62891,47752,42751,-56991,0,0.690267914960872
2020,13.783.221/0004-78,Alimentos,882135,501341,367803,361239,361239,345409,178348,86435,-248953,0,0.688970181971951
2021,17.314.329/0001-20,Alimentos,2024884,760492,657642,690865,690865,523902,74028,173384,-80449,0,0.688898765535995
2011,09.601.322/0001-60,Telecomunicações,3353346,2891494,2732325,2772632,2772632,1988830,543682,229538,10582,0,0.687820898123946
2016,90.076.886/0001-40,Alimentos,210423,115019,107696,115660,115660,79088,11871,38033,-13332,0,0.687608134308245
2011,04.032.433/0001-80,Comunicação e Informática,3353346,2892361,2733192,2771868,2771868,1987961,543222,217400,23285,0,0.687314273702349
2016,86.375.425/0001-09,Metalurgia e Siderurgia,263428.04,83055.9,75416.43,111640.67,111640.67,57002.29,21286.86,19915.23,13436.29,0,0.686312351079213
2011,02.800.026/0001-40,Educação,722612,547052,502645,533673,533673,375400,29959,90939,37375,0,0.686223613111733
2023,82.636.986/0001-55,Têxtil e Vestuário,404249,106496,100846,152620,152620,73080,30089,200996,-151545,0,0.686222956730769
2016,19.526.748/0001-50,Têxtil e Vestuário,237313,77355,69671,101377,101377,53077,19176,26360,2764,0,0.686148277422274
2013,33.386.210/0001-19,Construção Civil Mat. Constr. e Decoração,192112,120922,119808,122368,122368,82822,47554,3786,13065,-24859,0.6849208580738
2011,04.821.041/0001-08,Máquinas Equipamentos Veículos e Peças,921192,142823,121639,267862,267862,97742,-8536,167530,11126,0,0.684357561457188
2014,04.065.791/0001-99,Comunicação e Informática,78681.62,66139.8,63405.36,67766.18,67766.18,45258.74,7860.45,3563.99,11083,0,0.684289036253512
2022,04.821.041/0001-08,Máquinas Equipamentos Veículos e Peças,2305165,375883,320927,415380,415380,257126,-50501,403705,-194950,0,0.684058603341997
2011,25.329.319/0001-96,Têxtil e Vestuário,2463309,600330,487109,601858,601858,410449,314000,214537,-337128,0,0.683705628570953
2023,04.821.041/0001-08,Máquinas Equipamentos Veículos e Peças,2321511,438876,381499,479992,479992,299989,-84618,256344,8277,0,0.683539314065932
2019,82.636.986/0001-55,Têxtil e Vestuário,211884,79364,74210,100947,100947,54206,45370,130401,-129030,0,0.683004888866489
2022,08.065.557/0001-12,Construção Civil Mat. Constr. e Decoração,239621,54703,43257,99619,99619,37331,18884,41104,2300,0,0.682430579675703
2018,04.821.041/0001-08,Máquinas Equipamentos Veículos e Peças,1422769,260202,227665,405857,405857,177430,-19883,253702,-5392,0,0.681893298283641
2022,36.542.025/0001-64,Comunicação e Informática,842412,794061,783250,796439,796439,541375,153110,16502,85452,0,0.681780115129694
2011,90.076.886/0001-40,Alimentos,203579,77500,72302,79604,79604,52812,23068,16274,-12550,0,0.681445161290323
2021,23.864.409/0001-51,Sem Setor Principal,2613161,2316831,2253467,2269062,2269062,1578643,588825,107128,-5534,0,0.68138029921043
2022,02.302.101/0001-42,Energia Elétrica,627132,259385,253562,362740,362740,176583,111283,6859,68015,0,0.680775680937602
2009,91.983.056/0001-69,Metalurgia e Siderurgia,257848,53765,39837,75255,75255,36597,10368,31392,-3102,0,0.680684460150656
2015,33.467.572/0001-34,Metalurgia e Siderurgia,163435,51063,41975,49595,49595,34743,20364,1035,-6547,0,0.680394806415604
2011,22.677.520/0001-76,Têxtil e Vestuário,2455223,600288,487839,557698,557698,408090,310108,214232,-374732,0,0.679823684631377
2021,05.347.060/0001-07,Farmacêutico e Higiene,157267,112611,104357,105754,105754,76553,16190,3011,10000,0,0.679800374741366
2011,62.136.254/0001-99,Bancos,4066018,254670,241768,99328,99328,173116,13886,11210,-98884,0,0.679765971649586
2012,54.526.082/0001-31,Comunicação e Informática,1840124,517898,499721,540425,540425,351889,147627,39409,1500,0,0.679456186353297
2022,14.807.945/0001-24,Petroquímicos e Borracha,1080747,298152,279969,288477,288477,202215,133103,285768,-332609,0,0.678227883763986
2012,33.386.210/0001-19,Construção Civil Mat. Constr. e Decoração,133278,93840,92738,93594,93594,63631,14486,2787,103390,-90700,0.678079710144928
2023,02.916.265/0001-60,Alimentos,367967200,66807208,56082769,59008766,59008766,45240213,2794668,11703030,-729145,0,0.677175627516121
2021,16.838.421/0001-26,Sem Setor Principal,47714116,5056741,4829343,4824979,4824979,3423936,866871,68309,465863,0,0.67710329637211
2023,35.791.391/0001-94,Comunicação e Informática,263120.9,212002.91,209885.71,219595.83,219595.83,143528.21,37894.05,18405.27,19768.29,0,0.67701056556252
2021,04.065.791/0001-99,Comunicação e Informática,393627,333703,292484,317689,317689,225606,47048,22506,22529,0,0.676068240321484
2012,92.929.520/0001-00,Máquinas Equipamentos Veículos e Peças,35403,35403,29698,50334,50334,23901,24796,5947,-4310,0,0.675112278620456
2021,22.902.694/0001-95,Brinquedos e Lazer,113789,60947,10823,14097,14097,41143,15886,26423,-69355,0,0.675061939061808
2023,05.347.060/0001-07,Farmacêutico e Higiene,252250,191734,171206,173964,173964,129357,15139,8005,21463,0,0.674669072777911
2020,23.864.409/0001-51,Sem Setor Principal,2072506,1832158,1789613,1829332,1829332,1236017,478752,110834,3729,0,0.674623585957106
2018,16.614.075/0001-00,Construção Civil Mat. Constr. e Decoração,1099286,273541,253406,289414,289414,184013,95800,83537,-73936,0,0.672707199286396
2019,33.386.210/0001-19,Construção Civil Mat. Constr. e Decoração,70891,42985,41357,47655,47655,28890,9644,4733,4388,0,0.672094916831453
2016,84.683.374/0001-49,Metalurgia e Siderurgia,3422364,1142291,618500,754618,754618,765968,-18346,188451,-181455,0,0.670554175774825
2022,10.760.260/0001-19,Hospedagem e Turismo,1218968,845161,641981,721360,721360,566371,183736,404694,-433441,0,0.670133856152851
2011,04.065.791/0001-99,Comunicação e Informática,42045.38,32980.2,31873.42,31929.54,31929.54,22098.5,3891.92,2282.77,3656.35,0,0.670053547279883
2011,33.386.210/0001-19,Construção Civil Mat. Constr. e Decoração,107407,73563,72494,79408,79408,49237,17202,2633,9778,558,0.669317455786197
2012,67.620.377/0001-14,Alimentos,4219450,440490,389477,447944,447944,294796,-99767,451733,-198818,0,0.669245612840246
2018,33.386.210/0001-19,Construção Civil Mat. Constr. e Decoração,71946,37598,37184,48345,48345,25143,8631,7059,6972,540,0.668732379381882
2014,29.978.814/0001-87,Seguradoras e Corretoras,14156746,769681,720467,2056911,2056911,514383,796947,190552,555029,0,0.66830674006504
2009,02.149.205/0001-69,Seguradoras e Corretoras,2683801,835012,730323,1330021,1330021,557864,358210,95661,318286,0,0.668090997494647
2012,56.720.428/0001-63,Máquinas Equipamentos Veículos e Peças,701282,269489,231946,253521,253521,179990,82694,27970,-37133,0,0.667893680261532
2023,90.076.886/0001-40,Alimentos,389995,209409,198771,205290,205290,139844,18328,35209,11909,0,0.667803198525374
2009,02.800.026/0001-40,Educação,333788,200800,184391,210620,210620,134050,47960,36623,-8013,0,0.6675796812749
2014,21.255.567/0001-89,Têxtil e Vestuário,501715,111022,96961,101886,101886,74094,13425,13408,959,0,0.667381239754283
2020,18.174.270/0001-84,Comunicação e Informática,130140,75798,65677,65677,65677,50579,25770,53565,-64237,0,0.667286735797778
2022,03.818.379/0001-30,Educação,539427,317283,253841,420709,420709,211566,9364,147694,52085,0,0.666805344124961
2022,61.532.644/0001-15,Intermediação Financeira,10484000,1824000,969000,18943000,18943000,1216000,1597000,1976000,14154000,0,0.666666666666667
2019,18.174.270/0001-84,Comunicação e Informática,142256,73552,63689,63689,63689,49030,26043,7190,-18574,0,0.666603219490972
2018,08.312.229/0001-73,Construção Civil Mat. Constr. e Decoração,406785,77450,74050,218606,218606,51611,43347,21488,102160,0,0.666378308586185
2015,03.853.896/0001-40,Alimentos,19340937,3151976,2719102,8396307,8396307,2096677,88617,6749563,-538550,0,0.665194468485801
2021,62.144.175/0001-20,Bancos,1104318,150129,145873,145873,145873,99853,28222,15336,2460,2,0.665114668052142
2021,18.593.815/0001-97,Construção Civil Mat. Constr. e Decoração,469629,365091,344181,348392,348392,242745,71030,20118,14499,0,0.664889027667075
2021,09.229.201/0001-30,Sem Setor Principal,7310945,6518686,6392279,6543488,6543488,4329721,1475515,338504,392603,7145,0.664201497050172
2010,54.526.082/0001-31,Comunicação e Informática,1577264,531483,508976,513342,513342,353002,139913,8906,11521,0,0.664183050069334
2020,22.902.694/0001-95,Brinquedos e Lazer,101027,56819,10460,12436,12436,37731,14168,21040,-60503,0,0.664056037593059
2020,06.948.969/0001-75,Comunicação e Informática,939100,656767,496658,541336,541336,435770,98051,87589,-80074,0,0.663507758459241
2017,86.375.425/0001-09,Metalurgia e Siderurgia,287729.16,91373.15,83047.82,101211.5,101211.5,60624.97,17573.9,9869.7,13142.92,0,0.663487797016958
2009,06.977.739/0001-34,Serviços Médicos,737496,150603,128780,149842,149842,99870,38884,7929,3159,0,0.663134200513934
2022,35.791.391/0001-94,Comunicação e Informática,250117.33,204431.77,202410.16,204528.78,204528.78,135543.02,35672.24,20664.43,12649.09,0,0.663023266882638
2020,09.229.201/0001-30,Sem Setor Principal,5387878,4960180,4852933,4979983,4979983,3287465,1106259,303613,215036,67610,0.662771310718563
2016,08.773.191/0001-36,Energia Elétrica,65023,57982,32779,265916,265916,38416,-23638,25780,33369,191989,0.662550446690352
2016,61.022.042/0001-18,Construção Civil Mat. Constr. e Decoração,31345,26923,26904,35642,35642,17833,13171,432,4206,0,0.662370463915611
2022,07.689.002/0001-89,Máquinas Equipamentos Veículos e Peças,24461602,4480170,3397116,4032269,4032269,2965169,893032,1221281,-1047213,0,0.661842965780316
2016,20.258.278/0001-70,Comércio (Atacado e Varejo),519285,194946,173019,203376,203376,128798,22056,57873,-5351,0,0.660685523170519
2009,61.024.352/0001-71,Bancos,321992,74216,72546,72686,72686,49027,9684,1197,12778,0,0.660598792713162
2014,05.799.312/0001-20,Agricultura (Açúcar Álcool e Cana),827423,138418,82414,114387,114387,91433,-39563,138004,-75487,0,0.660557152971434
2009,84.683.408/0001-03,Têxtil e Vestuário,253242,104017,97896,113584,113584,68695,31804,8243,4842,0,0.660420892738687
2021,35.791.391/0001-94,Comunicação e Informática,163532.57,125471.68,123789.26,125108.23,125108.23,82777.09,25766.93,5857.93,10706.27,0,0.659727278697472
2013,91.333.666/0001-17,Máquinas Equipamentos Veículos e Peças,23734,7185,6662,6793,6793,4736,1513,13851,-13307,0,0.659151009046625
2012,71.476.527/0001-35,Construção Civil Mat. Constr. e Decoração,1216298,200532,184365,221268,221268,132042,123068,89016,-122858,0,0.658458500388965
2016,05.341.549/0001-63,Intermediação Financeira,56252,44446,43952,41944,41944,29248,6376,0,2858,3462,0.65805696800612
2016,61.374.161/0001-30,Metalurgia e Siderurgia,126394,53788,50947,55642,55642,35358,7259,10222,2803,0,0.65735851862869
